"","new_age","Alnus incana-type","Cyrilla racemiflora","Fraxinus undiff.","Nyssa","Asteroideae undiff.","Iva frutescens-type","Byrsonima","Carya","Taxodium","Xyris","Amaranthaceae undiff.","Myrica","Cupressaceae undiff.","Cyperaceae","Ambrosia-type","Pinus subg. Pinus","Quercus","Poaceae","Pinus undiff.","Acer saccharum-type","Ostrya/Carpinus","Ulmus","Vitis","Rhexia-type","Podocarpus","Polygonum polygamum-type","Betula","Celtis","Cephalanthus","Polygonum delopyrum-type","Ericaceae","Artemisia","Liquidambar","Pinus subg. Strobus","mimosoid clade","Polygonum fimbriatum-type","Rhus","Urticaceae undiff.","Populus","Chamaecyparis-type","Apiaceae","Salix","Tilia","Chamaecrista-type","Paronychia chartacea","Urtica-type","Trema","Acer rubrum","Gordonia","Chamaecrista fasciculata-type","Ranunculaceae undiff.","Ilex","Morus","Tillandsia","Ceratiola ericoides-type","Combretaceae/Melastomataceae undiff.","Acalypha-type","cf. Araliaceae","Urticalean Rosids undiff.","Fabaceae undiff.","Lechea","Orchidaceae","Taxus","Bursera","Platanus","Ledum-type","Cichorioideae","Bromeliaceae","Anacardiaceae undiff.","Impatiens","Phoradendron","Campanulaceae","Beta vulgaris-type","Froelichia-type","Abies","Dalea undiff.","Scrophulariaceae-type","cf. Physalis","Thalictrum","Dodonaea","Solanaceae undiff.","Dalea purpurea","cf. Hypericum","Lupinus-type","Paronychia americana","Eryngium-type","Sisyrinchium","Fagus","Myrtaceae undiff.","cf. Verbenaceae","Ludwigia-type","Gentianaceae undiff.","Pinaceae (vesiculate) undiff.","Rumex","Corylus","Ceanothus","Viburnum","Symplocos","Plantago","Caryophyllaceae","Ximenia","Osmanthus","Hedyosmum","Fraxinus pennsylvanica-type","Parthenocissus","Acer negundo-type","Brassicaceae undiff.","Dalea","Gomphrena-type","Lamiaceae","Xanthium","Fraxinus nigra-type","Polygalaceae","Dianthus-type","Arceuthobium/Loranthaceae","Sapindus","Piperaceae-type","Picea","Dalea candida-type","Sambucus","Sanguisorba","Cyclachaena xanthiifolia-type","Persicaria amphibia","Larix/Pseudotsuga","Rubiaceae undiff.","Onagraceae","Apocynum","Hedysarum","Saxifraga-type","Tsuga","Polygonum tenue-type","Berberidaceae","Zanthoxylum-type","Malvaceae","Avena-type","Acer undiff.","cf. Oxalis","Rosaceae undiff.","Clethra","Magnolia","cf. Weinmannia","Gentiana andrewsii-type","Rhamnaceae undiff.","Juglans nigra-type","Shepherdia canadensis","Trifolium repens-type","Brassica","Galium","Euphorbia","Solanum rostratum","Rutaceae undiff.","Cedrus","Engelhardia-type","Moraceae undiff.","Cistaceae"
"60",12804,0,0,0,0,0.0274261603375527,0.00843881856540084,0,0.0168776371308017,0,0.00210970464135021,0.080168776371308,0.00421940928270042,0.0126582278481013,0.00632911392405063,0.137130801687764,0.0189873417721519,0.369198312236287,0.128691983122363,0.145569620253165,0,0.00421940928270042,0.0168776371308017,0.00210970464135021,0,0,0,0.00210970464135021,0.00210970464135021,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0.00421940928270042,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",12835,0,0,0,0,0.029925187032419,0.00498753117206983,0,0.0149625935162095,0,0,0.0897755610972569,0.00249376558603491,0.00249376558603491,0.00997506234413965,0.197007481296758,0.00997506234413965,0.359102244389027,0.104738154613466,0.110972568578554,0,0.00997506234413965,0.00997506234413965,0,0,0,0.00124688279301746,0,0.00249376558603491,0,0,0.00498753117206983,0.0149625935162095,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498753117206983,0,0,0,0.00249376558603491,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",12848,0.00471698113207547,0,0.00471698113207547,0,0.0471698113207547,0.00707547169811321,0,0.0542452830188679,0,0.00235849056603774,0.0754716981132075,0.00235849056603774,0.0259433962264151,0.0188679245283019,0.235849056603774,0.00707547169811321,0.268867924528302,0.108490566037736,0.0589622641509434,0,0.00707547169811321,0.00235849056603774,0.00471698113207547,0,0.00235849056603774,0.0141509433962264,0.00235849056603774,0.00471698113207547,0,0,0.00235849056603774,0,0,0,0,0.00707547169811321,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117924528301887,0,0,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",12862.5,0,0,0.0106951871657754,0,0.0240641711229947,0.00267379679144385,0,0.0133689839572193,0,0,0.0695187165775401,0.00267379679144385,0.00802139037433155,0.0294117647058824,0.181818181818182,0.00802139037433155,0.425133689839572,0.0294117647058824,0.131016042780749,0.00267379679144385,0.0106951871657754,0.00267379679144385,0.00267379679144385,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0.00802139037433155,0.00802139037433155,0,0,0,0,0,0,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0.00267379679144385,0,0,0.00267379679144385,0,0,0,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",12894,0.00488997555012225,0,0.0097799511002445,0,0.0268948655256724,0.00733496332518337,0,0.0134474327628362,0,0.00244498777506112,0.0293398533007335,0,0.0146699266503667,0.0171149144254279,0.176039119804401,0.0122249388753056,0.466992665036675,0.0770171149144254,0.107579462102689,0,0.00244498777506112,0.00488997555012225,0,0.00244498777506112,0,0,0,0,0,0,0.00488997555012225,0.00733496332518337,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733496332518337,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",13032,0.0023094688221709,0,0.0046189376443418,0,0.0392609699769053,0.0115473441108545,0,0.023094688221709,0.0115473441108545,0.0023094688221709,0.0669745958429561,0,0,0.0115473441108545,0.15473441108545,0.046189376443418,0.413394919168591,0.0577367205542725,0.108545034642032,0,0.0069284064665127,0.0207852193995381,0,0,0,0,0.0023094688221709,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0.0023094688221709,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",13187,0,0,0.00483091787439614,0,0.03743961352657,0.00966183574879227,0,0.0277777777777778,0,0,0.00966183574879227,0.00483091787439614,0.0120772946859903,0,0.158212560386473,0.0072463768115942,0.524154589371981,0.036231884057971,0.1243961352657,0,0.0072463768115942,0.00966183574879227,0,0.00241545893719807,0,0.00483091787439614,0,0,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483091787439614,0,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",13343.5,0.00610997963340122,0,0.00610997963340122,0,0.0427698574338086,0.00814663951120163,0,0.00610997963340122,0,0,0.0346232179226069,0.00203665987780041,0.010183299389002,0.0203665987780041,0.171079429735234,0.00610997963340122,0.468431771894094,0.0366598778004073,0.124236252545825,0,0.00610997963340122,0.00814663951120163,0.00407331975560081,0,0,0.00610997963340122,0,0.00203665987780041,0,0,0.00203665987780041,0.00407331975560081,0,0,0,0.00203665987780041,0,0,0,0,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0.00407331975560081,0,0,0,0,0.00203665987780041,0,0,0.00203665987780041,0,0,0,0,0,0.00203665987780041,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",13511,0.00493218249075216,0,0.00246609124537608,0,0.0567200986436498,0.0147965474722565,0,0.0332922318125771,0,0,0.0394574599260173,0,0.0246609124537608,0.0197287299630086,0.234278668310727,0,0.350184956843403,0.032059186189889,0.143033292231813,0,0.00246609124537608,0.00986436498150432,0,0.00246609124537608,0,0,0.00493218249075216,0,0,0,0.00246609124537608,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246609124537608,0,0,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246609124537608,0,0,0,0,0,0.00493218249075216,0,0,0,0,0,0,0.00246609124537608,0,0,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",13812,0,0,0,0,0.0493506493506494,0.00519480519480519,0,0.0285714285714286,0,0,0.0337662337662338,0,0.0181818181818182,0.0545454545454545,0.111688311688312,0.0233766233766234,0.254545454545455,0.0285714285714286,0.366233766233766,0,0.00519480519480519,0.00519480519480519,0.0025974025974026,0.0025974025974026,0,0.0025974025974026,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025974025974026,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",14100,0,0,0,0,0.0290909090909091,0.0121212121212121,0,0.0533333333333333,0,0.00363636363636364,0.0363636363636364,0.00484848484848485,0.0509090909090909,0.016969696969697,0.105454545454545,0.0363636363636364,0.36,0.0460606060606061,0.198787878787879,0,0.0096969696969697,0.0096969696969697,0,0,0,0,0,0.00484848484848485,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0.00727272727272727,0,0,0,0,0,0,0,0.00484848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",14353,0.00240384615384615,0,0,0,0.0216346153846154,0.0120192307692308,0,0.0432692307692308,0.00240384615384615,0.00240384615384615,0.0384615384615385,0.00240384615384615,0.0288461538461538,0.03125,0.132211538461538,0.00480769230769231,0.375,0.0649038461538462,0.177884615384615,0,0.00480769230769231,0.0192307692307692,0,0,0,0,0.00240384615384615,0.00480769230769231,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0,0.00480769230769231,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",14595.5,0,0,0.00237812128418549,0,0.0499405469678954,0.0166468489892985,0,0.0404280618311534,0,0.00237812128418549,0.0594530321046373,0.0118906064209275,0.0642092746730083,0.0166468489892985,0.0903686087990487,0.00951248513674197,0.35909631391201,0.0380499405469679,0.184304399524376,0.00237812128418549,0.00713436385255648,0.0261593341260404,0,0,0,0.00237812128418549,0,0.00951248513674197,0,0,0,0.00237812128418549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237812128418549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237812128418549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",14847,0,0,0.00478468899521531,0,0.0311004784688995,0.00717703349282297,0,0.0837320574162679,0,0,0.0239234449760766,0.00239234449760766,0.0645933014354067,0.0119617224880383,0.0933014354066986,0.00478468899521531,0.291866028708134,0.0287081339712919,0.296650717703349,0.00239234449760766,0,0.0334928229665072,0.00239234449760766,0,0,0,0.00239234449760766,0.00717703349282297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",15150,0,0,0.00731707317073171,0,0.0158536585365854,0.0048780487804878,0,0.0512195121951219,0,0,0.0292682926829268,0.0146341463414634,0.0304878048780488,0.0219512195121951,0.0658536585365854,0.0195121951219512,0.296341463414634,0.0512195121951219,0.296341463414634,0.0024390243902439,0.0365853658536585,0.0317073170731707,0,0,0,0,0,0.00731707317073171,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",15350,0.00167785234899329,0,0.00671140939597315,0,0.00838926174496644,0.00167785234899329,0,0.0486577181208054,0,0.00167785234899329,0.023489932885906,0.0100671140939597,0.0335570469798658,0.00671140939597315,0.0436241610738255,0.0251677852348993,0.187919463087248,0.0469798657718121,0.486577181208054,0.00671140939597315,0.0100671140939597,0.0201342281879195,0.00503355704697987,0,0,0.00167785234899329,0.00335570469798658,0.00335570469798658,0,0,0.00335570469798658,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",15681.5,0,0,0.0120481927710843,0,0.0223752151462995,0.00172117039586919,0,0.0344234079173838,0,0,0.0240963855421687,0.00860585197934595,0.0309810671256454,0.0172117039586919,0.0516351118760757,0.0533562822719449,0.175559380378657,0.0154905335628227,0.493975903614458,0.00344234079173838,0.0103270223752151,0.0223752151462995,0.00344234079173838,0,0,0,0,0.00688468158347676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0,0.00344234079173838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0.00172117039586919,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",15850.5,0.00303030303030303,0,0.00303030303030303,0,0.0151515151515152,0,0,0.0181818181818182,0,0.00303030303030303,0.0363636363636364,0,0.00606060606060606,0.0606060606060606,0.0575757575757576,0,0.166666666666667,0.0121212121212121,0.590909090909091,0,0.00909090909090909,0.00909090909090909,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",16009.5,0,0,0.00306122448979592,0,0.00408163265306122,0.00408163265306122,0,0.0183673469387755,0.00102040816326531,0,0.00306122448979592,0.00510204081632653,0.0326530612244898,0.00714285714285714,0.00816326530612245,0.0591836734693878,0.569387755102041,0.023469387755102,0.23265306122449,0.00102040816326531,0.00204081632653061,0.0122448979591837,0,0,0.00102040816326531,0,0.00204081632653061,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102040816326531,0,0,0,0,0,0.00102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",16172,0,0,0.00748129675810474,0,0.0249376558603491,0.00498753117206983,0,0.0548628428927681,0,0.00249376558603491,0.00997506234413965,0.00748129675810474,0.133416458852868,0.013715710723192,0.0423940149625935,0.0374064837905237,0.204488778054863,0.0224438902743142,0.341645885286783,0.00249376558603491,0.0199501246882793,0.0249376558603491,0,0,0,0.00997506234413965,0,0.0149625935162095,0,0,0,0.00249376558603491,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",16464,0.00705882352941176,0,0.00941176470588235,0,0.0447058823529412,0.0141176470588235,0,0.0564705882352941,0,0.00235294117647059,0.0211764705882353,0.00705882352941176,0.0988235294117647,0.00470588235294118,0.174117647058824,0.00235294117647059,0.357647058823529,0.0447058823529412,0.0823529411764706,0,0.0164705882352941,0.0258823529411765,0.00470588235294118,0,0,0.0117647058823529,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",16774.5,0,0,0.00744416873449132,0.00248138957816377,0.0769230769230769,0.0372208436724566,0,0.0446650124069479,0,0,0.032258064516129,0.00744416873449132,0.00992555831265509,0.0347394540942928,0.182382133995037,0.00496277915632754,0.389578163771712,0.0496277915632754,0.0210918114143921,0.00248138957816377,0.00496277915632754,0.0124069478908189,0.00248138957816377,0,0,0.00744416873449132,0,0.00248138957816377,0,0,0.00248138957816377,0.00248138957816377,0.00248138957816377,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0.0124069478908189,0,0,0,0,0,0,0.00496277915632754,0.00496277915632754,0,0,0,0,0,0.00496277915632754,0,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173697270471464,0,0,0,0,0,0,0,0.00496277915632754,0,0,0,0,0.00248138957816377,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",17103.5,0,0,0.00225225225225225,0,0.0540540540540541,0.0112612612612613,0,0.0698198198198198,0.00225225225225225,0,0.0630630630630631,0.00900900900900901,0.0157657657657658,0.0112612612612613,0.238738738738739,0.0202702702702703,0.308558558558559,0.105855855855856,0.0540540540540541,0,0,0.00675675675675676,0,0,0,0.00675675675675676,0,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157657657657658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",17351,0.00705882352941176,0,0,0,0.0729411764705882,0.0188235294117647,0,0.0541176470588235,0,0,0.0588235294117647,0.00235294117647059,0.00941176470588235,0.0352941176470588,0.247058823529412,0,0.275294117647059,0.0776470588235294,0.0682352941176471,0.00470588235294118,0,0.00470588235294118,0,0,0,0.0164705882352941,0,0,0,0,0.00235294117647059,0,0,0,0,0.00941176470588235,0,0.00235294117647059,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0.00705882352941176,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0.00705882352941176,0,0.00235294117647059,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",17598.5,0,0,0.00308641975308642,0,0.0432098765432099,0.0185185185185185,0,0.0524691358024691,0,0,0.0771604938271605,0,0.037037037037037,0.0154320987654321,0.219135802469136,0.0123456790123457,0.253086419753086,0.117283950617284,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0.0123456790123457,0,0,0,0,0.00308641975308642,0,0.00308641975308642,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216049382716049,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",17833,0.00239234449760766,0,0.00239234449760766,0,0.0717703349282297,0.0119617224880383,0,0.0263157894736842,0,0,0.069377990430622,0.00239234449760766,0.00478468899521531,0.0311004784688995,0.232057416267943,0.00239234449760766,0.272727272727273,0.141148325358852,0.0526315789473684,0.00239234449760766,0.00717703349282297,0.00239234449760766,0,0,0,0.0167464114832536,0,0,0,0,0.00239234449760766,0.00717703349282297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0.00239234449760766,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
