"","new_age","Alnus incana-type","Cyrilla racemiflora","Fraxinus undiff.","Nyssa","Asteroideae undiff.","Iva frutescens-type","Byrsonima","Carya","Taxodium","Xyris","Amaranthaceae undiff.","Myrica","Cupressaceae undiff.","Cyperaceae","Ambrosia-type","Pinus subg. Pinus","Quercus","Poaceae","Pinus undiff.","Acer saccharum-type","Ostrya/Carpinus","Ulmus","Vitis","Rhexia-type","Podocarpus","Polygonum polygamum-type","Betula","Celtis","Cephalanthus","Polygonum delopyrum-type","Ericaceae","Artemisia","Liquidambar","Pinus subg. Strobus","mimosoid clade","Polygonum fimbriatum-type","Rhus","Urticaceae undiff.","Populus","Chamaecyparis-type","Apiaceae","Salix","Tilia","Chamaecrista-type","Paronychia chartacea","Urtica-type","Trema","Acer rubrum","Gordonia","Chamaecrista fasciculata-type","Ranunculaceae undiff.","Ilex","Morus","Tillandsia","Ceratiola ericoides-type","Combretaceae/Melastomataceae undiff.","Acalypha-type","cf. Araliaceae","Urticalean Rosids undiff.","Fabaceae undiff.","Lechea","Orchidaceae","Taxus","Bursera","Platanus","Ledum-type","Cichorioideae","Bromeliaceae","Anacardiaceae undiff.","Impatiens","Phoradendron","Campanulaceae","Beta vulgaris-type","Froelichia-type","Abies","Dalea undiff.","Scrophulariaceae-type","cf. Physalis","Thalictrum","Dodonaea","Solanaceae undiff.","Dalea purpurea","cf. Hypericum","Lupinus-type","Paronychia americana","Eryngium-type","Sisyrinchium","Fagus","Myrtaceae undiff.","cf. Verbenaceae","Ludwigia-type","Gentianaceae undiff.","Pinaceae (vesiculate) undiff.","Rumex","Corylus","Ceanothus","Viburnum","Symplocos","Plantago","Caryophyllaceae","Ximenia","Osmanthus","Hedyosmum","Fraxinus pennsylvanica-type","Parthenocissus","Acer negundo-type","Brassicaceae undiff.","Dalea","Gomphrena-type","Lamiaceae","Xanthium","Fraxinus nigra-type","Polygalaceae","Dianthus-type","Arceuthobium/Loranthaceae","Sapindus","Piperaceae-type","Picea","Dalea candida-type","Sambucus","Sanguisorba","Cyclachaena xanthiifolia-type","Persicaria amphibia","Larix/Pseudotsuga","Rubiaceae undiff.","Onagraceae","Apocynum","Hedysarum","Saxifraga-type","Tsuga","Polygonum tenue-type","Berberidaceae","Zanthoxylum-type","Malvaceae","Avena-type","Acer undiff.","cf. Oxalis","Rosaceae undiff.","Clethra","Magnolia","cf. Weinmannia","Gentiana andrewsii-type","Rhamnaceae undiff.","Juglans nigra-type","Shepherdia canadensis","Trifolium repens-type","Brassica","Galium","Euphorbia","Solanum rostratum","Rutaceae undiff.","Cedrus","Engelhardia-type","Moraceae undiff.","Cistaceae"
"33",6390,0,0,0.0017825311942959,0,0.0106951871657754,0.0124777183600713,0,0.0035650623885918,0,0.0017825311942959,0.0320855614973262,0.0124777183600713,0.0035650623885918,0.0196078431372549,0.0071301247771836,0.0445632798573975,0.290552584670232,0.285204991087344,0.263814616755793,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0.0017825311942959,0,0.0017825311942959,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",6557.5,0.00236406619385343,0,0.00236406619385343,0.00236406619385343,0.0236406619385343,0.0141843971631206,0,0,0,0,0.0354609929078014,0.00236406619385343,0.00236406619385343,0.0212765957446809,0.00945626477541371,0.00472813238770686,0.25531914893617,0.215130023640662,0.392434988179669,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0.00472813238770686,0,0.00236406619385343,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",6724,0.00204498977505112,0,0,0,0.0184049079754601,0.016359918200409,0,0.00408997955010225,0,0,0.0286298568507157,0.0102249488752556,0,0.0184049079754601,0.0245398773006135,0.0388548057259714,0.347648261758691,0.151329243353783,0.312883435582822,0,0,0.00204498977505112,0.00204498977505112,0,0,0,0,0,0,0,0.00613496932515337,0.00408997955010225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408997955010225,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204498977505112,0.00204498977505112,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",6885.5,0.00251889168765743,0,0,0,0.017632241813602,0.0226700251889169,0,0.0151133501259446,0.00503778337531486,0.00251889168765743,0.0251889168765743,0.00755667506297229,0,0.017632241813602,0.0327455919395466,0.00251889168765743,0.307304785894207,0.156171284634761,0.3727959697733,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0.00251889168765743,0.00251889168765743,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",7050.5,0.00427350427350427,0,0.00213675213675214,0,0.032051282051282,0.0427350427350427,0,0.0106837606837607,0,0.00213675213675214,0.0277777777777778,0.00427350427350427,0.00213675213675214,0.0128205128205128,0.0256410256410256,0.0170940170940171,0.363247863247863,0.177350427350427,0.260683760683761,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0.00213675213675214,0.00213675213675214,0,0,0,0,0,0,0,0.00213675213675214,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",7416,0.00480769230769231,0,0.00240384615384615,0,0.0168269230769231,0.03125,0,0.00721153846153846,0,0,0.0288461538461538,0.00721153846153846,0.00240384615384615,0.0144230769230769,0.0288461538461538,0.0336538461538462,0.336538461538462,0.199519230769231,0.271634615384615,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0.00240384615384615,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",7617.5,0.0025062656641604,0,0.0025062656641604,0,0.0200501253132832,0.0150375939849624,0,0.0025062656641604,0.0050125313283208,0,0.050125313283208,0.0075187969924812,0,0.0401002506265664,0.0225563909774436,0.0150375939849624,0.245614035087719,0.175438596491228,0.3734335839599,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0.0050125313283208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0.0025062656641604,0.0025062656641604,0.0025062656641604,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",7784,0,0,0,0,0.0155555555555556,0.0333333333333333,0,0.00222222222222222,0,0.00222222222222222,0.0155555555555556,0.00444444444444444,0.00222222222222222,0.0266666666666667,0.0177777777777778,0.0355555555555556,0.388888888888889,0.188888888888889,0.246666666666667,0,0,0.00222222222222222,0,0.00222222222222222,0,0.00222222222222222,0,0,0,0,0.00444444444444444,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0.00222222222222222,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",8323.5,0.00227790432801822,0,0.00227790432801822,0,0.0318906605922551,0.0364464692482916,0,0.00455580865603645,0,0.00455580865603645,0.0250569476082005,0.0113895216400911,0.00227790432801822,0.0227790432801822,0.0250569476082005,0.0227790432801822,0.255125284738041,0.216400911161731,0.328018223234624,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",8759,0.00189753320683112,0,0.00189753320683112,0,0.0189753320683112,0.0455407969639469,0,0.00189753320683112,0,0.00759013282732448,0.0132827324478178,0.0094876660341556,0,0.015180265654649,0.0094876660341556,0.047438330170778,0.362428842504744,0.174573055028463,0.263757115749526,0,0,0.00379506641366224,0,0.00759013282732448,0,0.00569259962049336,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",9169.5,0,0,0,0,0.0268199233716475,0.028735632183908,0,0.00191570881226054,0,0,0.024904214559387,0.00766283524904215,0.00191570881226054,0.024904214559387,0.0210727969348659,0.00957854406130268,0.314176245210728,0.168582375478927,0.352490421455939,0,0,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0.00383141762452107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",9584,0,0,0,0,0.0195652173913043,0.0282608695652174,0,0.00217391304347826,0,0,0.0369565217391304,0.00217391304347826,0,0.00434782608695652,0.0195652173913043,0.0391304347826087,0.360869565217391,0.147826086956522,0.319565217391304,0,0.00217391304347826,0.00434782608695652,0,0,0,0,0,0,0,0,0.00217391304347826,0.00217391304347826,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",10024.5,0,0,0.00361663652802893,0,0.0235081374321881,0.0198915009041591,0,0.00180831826401447,0,0.00180831826401447,0.0198915009041591,0.0054249547920434,0,0.0235081374321881,0.0198915009041591,0.0235081374321881,0.283905967450271,0.160940325497288,0.396021699819168,0,0,0.00361663652802893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0.00180831826401447,0.00180831826401447,0.00180831826401447,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",10447,0.00246305418719212,0,0,0,0.0270935960591133,0.0123152709359606,0,0,0,0.00246305418719212,0.00985221674876847,0,0,0.00492610837438424,0.0492610837438424,0.00738916256157635,0.4064039408867,0.167487684729064,0.288177339901478,0,0.00246305418719212,0,0.00246305418719212,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0.00738916256157635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",10885.5,0,0,0,0,0.00505050505050505,0.0126262626262626,0,0,0,0,0.0101010101010101,0.00757575757575758,0,0.0227272727272727,0.0429292929292929,0.0176767676767677,0.335858585858586,0.156565656565657,0.363636363636364,0,0,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0.00505050505050505,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",11370,0,0,0,0,0.0172413793103448,0.00985221674876847,0.00246305418719212,0,0,0.00492610837438424,0.0147783251231527,0.00246305418719212,0.00246305418719212,0.0147783251231527,0.0369458128078818,0.0443349753694581,0.379310344827586,0.147783251231527,0.302955665024631,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0.00246305418719212,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",11500.5,0.00239234449760766,0,0,0,0.0143540669856459,0,0,0.00478468899521531,0,0.00478468899521531,0.0167464114832536,0.00478468899521531,0.00239234449760766,0.0167464114832536,0.0574162679425837,0.00717703349282297,0.497607655502392,0.150717703349282,0.203349282296651,0,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0.00239234449760766,0.00478468899521531,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",11541,0.00289017341040462,0,0,0,0.0260115606936416,0,0,0.00289017341040462,0,0,0.023121387283237,0,0,0.0317919075144509,0.0520231213872832,0.0404624277456647,0.471098265895954,0.132947976878613,0.190751445086705,0,0,0.00289017341040462,0,0.00289017341040462,0,0.00867052023121387,0,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",11642,0,0,0.00220994475138122,0,0.0353591160220995,0.00662983425414365,0,0.00883977900552486,0,0.00220994475138122,0.0331491712707182,0,0.00883977900552486,0.0110497237569061,0.0751381215469613,0.030939226519337,0.441988950276243,0.106077348066298,0.215469613259669,0.00220994475138122,0,0.00662983425414365,0,0,0,0,0,0.00220994475138122,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",11702.5,0.00454545454545455,0,0,0,0.0113636363636364,0.00454545454545455,0,0.00681818181818182,0,0.00227272727272727,0.0363636363636364,0.00227272727272727,0.00681818181818182,0.00909090909090909,0.0613636363636364,0.00681818181818182,0.470454545454545,0.075,0.281818181818182,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0,0.00681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0.00227272727272727,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",11758.5,0.00240384615384615,0,0.00240384615384615,0,0.00961538461538462,0.00240384615384615,0,0.00600961538461538,0,0,0.0264423076923077,0.00240384615384615,0,0.00480769230769231,0.0552884615384615,0.0456730769230769,0.439903846153846,0.120192307692308,0.251201923076923,0,0.00240384615384615,0.00721153846153846,0,0,0,0,0,0,0,0,0,0.00721153846153846,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",11825,0,0,0,0,0.028436018957346,0.0023696682464455,0,0.00710900473933649,0,0,0.0473933649289099,0.0023696682464455,0.00710900473933649,0.0118483412322275,0.118483412322275,0.014218009478673,0.37914691943128,0.101895734597156,0.253554502369668,0,0.004739336492891,0.0023696682464455,0.0023696682464455,0.0023696682464455,0,0,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",11934.5,0.00221483942414175,0,0,0,0.0199335548172757,0.00221483942414175,0,0.008859357696567,0,0,0.0465116279069767,0.00221483942414175,0.00221483942414175,0.00664451827242525,0.053156146179402,0.0398671096345515,0.30343300110742,0.0908084163898117,0.399778516057586,0,0,0.00221483942414175,0,0.0044296788482835,0,0,0,0,0,0,0,0,0.00221483942414175,0.00221483942414175,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",12227,0.00217391304347826,0.00217391304347826,0,0,0.0152173913043478,0.00434782608695652,0,0.0195652173913043,0,0,0.0630434782608696,0.00217391304347826,0.00434782608695652,0.0108695652173913,0.0434782608695652,0.05,0.289130434782609,0.126086956521739,0.347826086956522,0,0.00217391304347826,0.00217391304347826,0,0,0,0.00217391304347826,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",12475,0.00466744457409568,0,0,0,0.0233372228704784,0.00466744457409568,0,0.0198366394399067,0.00233372228704784,0,0.0560093348891482,0.0116686114352392,0.00233372228704784,0.0221703617269545,0.0560093348891482,0.0303383897316219,0.254375729288215,0.130688448074679,0.327887981330222,0.00233372228704784,0.00233372228704784,0.00700116686114352,0,0,0,0.00933488914819136,0.00233372228704784,0,0,0,0.00466744457409568,0.00466744457409568,0.00933488914819136,0,0,0,0,0,0,0,0,0.00233372228704784,0,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233372228704784,0,0,0,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",12732,0.00209205020920502,0,0,0,0.0313807531380753,0,0,0.0167364016736402,0,0,0.0648535564853557,0.00209205020920502,0.00627615062761506,0.0146443514644351,0.0669456066945607,0.0397489539748954,0.211297071129707,0.158995815899582,0.359832635983264,0,0.00209205020920502,0.00209205020920502,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0.00209205020920502,0,0,0.00627615062761506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",12773,0.00238379022646007,0,0.00238379022646007,0,0.0238379022646007,0.0190703218116806,0,0.0369487485101311,0,0,0.066746126340882,0.00476758045292014,0.0166865315852205,0.00715137067938021,0.126340882002384,0.0143027413587604,0.34803337306317,0.112038140643623,0.162097735399285,0,0.00476758045292014,0.00715137067938021,0.00238379022646007,0,0,0.00715137067938021,0,0,0,0,0.00238379022646007,0.00953516090584029,0,0,0,0.00476758045292014,0,0,0,0,0,0,0,0.00238379022646007,0,0,0,0,0,0,0,0,0.00238379022646007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238379022646007,0,0,0,0.00238379022646007,0,0,0,0,0,0,0.00715137067938021,0,0,0,0,0.00238379022646007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
