hyp,name,boot_mean,boot_sd,upper_68,lower_68,t_scores,p_vals,sig
mnTS_mod,char_acc.Grass,0.007492797088142182,0.06729124578532823,0.07411009067823646,-0.058262147953628426,0.11134876462304796,0.9113397872203087,FALSE
mnTS_mod,char_acc.Herbs,-0.03813567775817633,0.06922848763021984,0.031817608710631565,-0.10927575277568818,-0.5508668333457746,0.5817249650185006,FALSE
mnTS_mod,char_acc.Pinus,0.15235613514727708,0.08530893461894742,0.23576278158530162,0.06554585756893677,1.7859340973816151,0.07410992932728676,FALSE
mnTS_mod,char_acc.Quercus,-0.017267228204872774,0.06174541142288026,0.04626730498160268,-0.07784015555553293,-0.27965200663436285,0.779744502780067,FALSE
mnTS_mod,d18O.Grass,-0.010173294516514466,0.13585751023789425,0.12742386504902617,-0.1431682743810387,-0.07488209152884112,0.9403085254367124,FALSE
mnTS_mod,d18O.Herbs,-0.2154871160974703,0.13642847393024632,-0.08619488733293838,-0.3476938081790249,-1.5794878436274629,0.11422420266489172,FALSE
mnTS_mod,d18O.Pinus,0.04951707447072531,0.18036334148287703,0.22898419123109198,-0.1307668219042303,0.274540680293541,0.7836691457303513,FALSE
mnTS_mod,d18O.Quercus,-0.0722904712138302,0.12012258923699384,0.04782428559304086,-0.19257796400816637,-0.6018058024973632,0.5473034122499116,FALSE
mnTS_mod,heinrich.Grass,0.2621389836425157,0.15179490641992177,0.4038869596851401,0.1093094713408676,1.7269287212927997,0.08418046550408756,FALSE
mnTS_mod,heinrich.Herbs,-0.08640914256963043,0.16861343204420123,0.0776979155229876,-0.2505382529933241,-0.5124689149733852,0.608322870326947,FALSE
mnTS_mod,heinrich.Pinus,0.7487567019380803,0.22023168752996305,0.961113942919948,0.5336519195190965,3.399859077210268,6.742059100926187e-4,TRUE
mnTS_mod,heinrich.Quercus,0.2413451873178744,0.15015627657621303,0.37811828816473414,0.09809473304388319,1.6072933667569849,0.10799002872176156,FALSE
mnTS_mod,humans.Grass,0.7380123481273477,0.44696179491247967,1.160062976226152,0.29139660055627503,1.6511754618129255,0.09870275209052382,FALSE
mnTS_mod,humans.Herbs,0.2542829697749073,0.44268537181690293,0.6753918218548564,-0.1860172549072815,0.5744101476207805,0.5656902876422325,FALSE
mnTS_mod,humans.Pinus,-0.019405676315254222,0.6992455014966851,0.6723950454304352,-0.7062540685341879,-0.027752307699824678,0.9778597042373496,FALSE
mnTS_mod,humans.Quercus,0.2004772314135857,0.3564621132412414,0.543297024669276,-0.15520063983986612,0.562408244709893,0.5738379030023342,FALSE
mnTS_mod,mean_co2.Grass,-0.03185686212649803,0.21861872767133284,0.17726868208484442,-0.24956355287960524,-0.14571881588475355,0.8841433669937127,FALSE
mnTS_mod,mean_co2.Herbs,-0.03841496556448168,0.2168136006150351,0.17744093990697898,-0.24455563283648196,-0.17717968547872437,0.8593672518482172,FALSE
mnTS_mod,mean_co2.Pinus,0.38167498653924214,0.3259892962771604,0.684966172455713,0.05241867002387726,1.170820609443376,0.24167089189343233,FALSE
mnTS_mod,mean_co2.Quercus,0.48092137307716093,0.18699558782055306,0.6628818914512321,0.2947028719265884,2.571832729757605,0.010116175509478095,TRUE
mnTS_mod,ocfs.Grass,-0.17496603445709208,0.11678794555264176,-0.061288547343532424,-0.2880598811611211,-1.4981514884019151,0.13409389627541948,FALSE
mnTS_mod,ocfs.Herbs,-0.06352474691676581,0.11491139054918516,0.05198401102263402,-0.1744583259343585,-0.552815057003209,0.5803900570720711,FALSE
mnTS_mod,ocfs.Pinus,-0.00958248402591136,0.17509263456988078,0.16703802669909742,-0.19047563413510699,-0.054728081791966636,0.9563550968486357,FALSE
mnTS_mod,ocfs.Quercus,0.0701354425493151,0.10075508924346377,0.16973565228311252,-0.029474200999005364,0.6960982623899066,0.48636729464468514,FALSE
mnTS_mod,sp.Other.Other,-0.07175039561866674,0.262413401425755,0.14396419674439725,-0.3115437451659386,-0.2734250431907426,0.7845265042797636,FALSE
mnTS_mod,sp.Grass.Grass,0.8706856143698084,0.13673039635265902,0.9588792972886162,0.7999621084315485,6.367900902767156,1.916326572093421e-10,TRUE
mnTS_mod,sp.Herbs.Herbs,0.6923329145894934,0.1211996140043268,0.8064861292433385,0.5848259506170592,5.712335969690277,1.1143580958977745e-8,TRUE
mnTS_mod,sp.Pinus.Pinus,0.8274789134020665,0.0579374038747819,0.8832011358806644,0.7749815864624565,14.282291888508984,2.8216674936621168e-46,TRUE
mnTS_mod,sp.Quercus.Quercus,0.5774464911362172,0.16286117550361395,0.7162065823894311,0.4416366901573823,3.5456362718160745,3.9166641701620064e-4,TRUE
mnTS_mod,Grass,-0.39766862030033734,0.19473500219668827,-0.20841851342451756,-0.5777482985431533,-2.0421013983848675,0.041141474215833924,TRUE
mnTS_mod,Herbs,-0.18043522459703756,0.14045261340511428,-0.04783466564636848,-0.31322680522533164,-1.284669756030808,0.19890771122699283,FALSE
mnTS_mod,Pinus,0.7489903350804219,0.2784741059824063,1.0083206766503632,0.4872394931654085,2.6896229092400508,0.007153279964879815,TRUE
mnTS_mod,Quercus,0.1376152916869232,0.11678246899614539,0.24838067187783214,0.02320028008616161,1.1783899832727929,0.2386411691869095,FALSE
mnTS_mod_int,char_acc.Grass,0.003060083098682669,0.0638807695462044,0.06426058188788539,-0.058173566063064563,0.047903040624288934,0.9617935161069204,FALSE
mnTS_mod_int,char_acc.Herbs,-0.04989271199572519,0.06664643951499859,0.01593853415386297,-0.11275706175124639,-0.748617816027471,0.4540875907791726,FALSE
