"","hyp","name","boot_mean","boot_sd","upper_68","lower_68","t_scores","p_vals","sig"
"36","mnTS_mod_int","char_acc.Pinus",0.0944132813114378,0.0781646342951584,0.16843698573966,0.018003195366182,1.20787722174868,0.227094492413683,FALSE
"37","mnTS_mod_int","char_acc.Quercus",-0.038753522885475,0.0598393969578982,0.0196687339436698,-0.0980976756650213,-0.647625558672344,0.517227162205816,FALSE
"38","mnTS_mod_int","d18O.Grass",0.00671719573461374,0.115914851667113,0.121766183590133,-0.107769604582351,0.0579493968029597,0.953788936242577,FALSE
"39","mnTS_mod_int","d18O.Herbs",-0.182380834878174,0.143468780172413,-0.043823685759716,-0.321497177038033,-1.2712231515386,0.203649272519002,FALSE
"40","mnTS_mod_int","d18O.Pinus",0.164619646902071,0.173847476758628,0.330999136261959,-0.00294399787247511,0.946919966693745,0.343679562733328,FALSE
"41","mnTS_mod_int","d18O.Quercus",-0.117624429011889,0.123558082329208,0.00303604086647119,-0.244316586626434,-0.951976809566296,0.341108743099243,FALSE
"42","mnTS_mod_int","heinrich.Grass",0.226209369071119,0.136273267033019,0.365562090089279,0.0926984465729638,1.6599687818177,0.096920732943349,FALSE
"43","mnTS_mod_int","heinrich.Herbs",-0.0465292226228298,0.169062262214749,0.128189588052386,-0.208732412904089,-0.27521944881896,0.783147645733202,FALSE
"44","mnTS_mod_int","heinrich.Pinus",0.75526652002723,0.207481304175294,0.966873251955449,0.549844909689715,3.64016663105767,0.000272461660531262,TRUE
"45","mnTS_mod_int","heinrich.Quercus",0.216485262981505,0.138669137213246,0.352797657817599,0.0782319439488522,1.56116398596029,0.11848506397111,FALSE
"46","mnTS_mod_int","humans.Grass",0.874147477441964,0.409457824172766,1.2815563085129,0.457762246933789,2.13489015433523,0.0327699837467833,TRUE
"47","mnTS_mod_int","humans.Herbs",0.282476291540713,0.506233401100805,0.78520290603145,-0.226490434969063,0.557996155383007,0.576847009487354,FALSE
"48","mnTS_mod_int","humans.Pinus",-0.0399986239546228,0.736598757029325,0.656389264627719,-0.768434493643912,-0.0543017804101866,0.956694731085984,FALSE
"49","mnTS_mod_int","humans.Quercus",0.268288344772802,0.377059097653315,0.646212889012717,-0.0821042448109703,0.711528634218177,0.476756713253266,FALSE
"50","mnTS_mod_int","mean_co2.Grass",-0.0691278780295771,0.18559957776937,0.106818399060521,-0.245948714870726,-0.372457086704567,0.709552557138473,FALSE
"51","mnTS_mod_int","mean_co2.Herbs",-0.0494073315454145,0.222381308247404,0.174177287191934,-0.26871160951747,-0.222173940493451,0.824178479645236,FALSE
"52","mnTS_mod_int","mean_co2.Pinus",0.386343878759039,0.321440185842771,0.712407270747639,0.0683455458500528,1.20191530423024,0.229396344318063,FALSE
"53","mnTS_mod_int","mean_co2.Quercus",0.432775324856773,0.174715864588889,0.600430351994875,0.264460009051307,2.47702362847876,0.0132483130965929,TRUE
"54","mnTS_mod_int","ocfs.Grass",-0.10072706914081,0.0758971498008895,-0.0270338796495538,-0.176388539932542,-1.3271521974812,0.184458341554446,FALSE
"55","mnTS_mod_int","ocfs.Herbs",-0.074197253506465,0.0947509946762845,0.019702377197903,-0.169217999699164,-0.783076249066925,0.433582337516584,FALSE
"56","mnTS_mod_int","ocfs.Pinus",-0.0670133960162202,0.12206089592403,0.0477479604468882,-0.181723404886889,-0.549016091590292,0.582994406784326,FALSE
"57","mnTS_mod_int","ocfs.Quercus",-0.0181496099792734,0.0744156849688592,0.0541847866631501,-0.0871130417744717,-0.243894952883502,0.807312178184247,FALSE
"58","mnTS_mod_int","sp.Other.Other",0.687383499399235,0.343471752433316,0.908642909911171,0.445096638771289,2.00128102101406,0.0453621138574932,TRUE
"59","mnTS_mod_int","sp.Grass.Grass",0.85085615099328,0.113795259564908,0.931310322439176,0.777580447563796,7.47707904746204,7.59927093736021e-14,TRUE
"60","mnTS_mod_int","sp.Herbs.Herbs",0.686792658051986,0.149598274661762,0.812776678456849,0.557613318785348,4.59091296075979,4.41311358366012e-06,TRUE
"61","mnTS_mod_int","sp.Pinus.Pinus",0.711914880173955,0.155546160155531,0.841544856392887,0.580454612941123,4.57687209675962,4.71979827728141e-06,TRUE
"62","mnTS_mod_int","sp.Pinus.Quercus",-0.256357158054204,0.334315342756289,0.0259916879434062,-0.561596980793184,-0.766812423087278,0.443193049031682,FALSE
"63","mnTS_mod_int","sp.Quercus.Pinus",-0.0617776153723296,0.12168125730624,0.0362381962559558,-0.152552377077081,-0.507700337257785,0.611663511882722,FALSE
"64","mnTS_mod_int","sp.Quercus.Quercus",0.406914173528892,0.265957021939658,0.65556590996034,0.183691975553091,1.52999973665375,0.126016794112903,FALSE
"65","mnTS_mod_int","Grass",-0.375203956421071,0.139031695985065,-0.240205025005011,-0.517559735124835,-2.69869365947586,0.00696122224941165,TRUE
"66","mnTS_mod_int","Herbs",-0.181063167422512,0.161854577626392,-0.028666657489553,-0.333551768949411,-1.11867807557757,0.263277501759833,FALSE
"67","mnTS_mod_int","Pinus",0.66428316736942,0.247642257011692,0.915211121923353,0.423116008599905,2.68243059720642,0.00730893155990916,TRUE
"68","mnTS_mod_int","Quercus",0.150840965599025,0.122548681043844,0.266503785337041,0.0334625157405316,1.23086567977879,0.218373105586668,FALSE
