"","core","depth_core","volume","charCount","drive","depth_core.y","depth_composite","median_age","quant_5perc","quant_95perc","accu_rate","CHAR"
"106","4A",299,1,22,"1B",108,436,12270.5,12016.95,12629.25,16,1.375
"107","4A",300,1,75,"1B",109,437,12290,12025.95,12650.05,19.5,3.84615384615385
"108","4A",301,1,76,"1B",110,438,12303,12036.9,12673.35,13,5.84615384615385
"109","4A",302,1,45,"1B",111,439,12324,12042.85,12692,21,2.14285714285714
"110","4A",303,1,23,"1B",112,440,12341.5,12058.65,12709,17.5,1.31428571428571
"111","4A",304,1,48,"1B",113,441,12360,12075.95,12719.3,18.5,2.59459459459459
"112","4A",305,1,71,"1B",114,442,12378,12090.9,12736,18,3.94444444444444
"113","4A",306,1,40,"1B",115,443,12400,12099.95,12750.05,22,1.81818181818182
"114","4A",307,1,24,"1B",116,444,12419.5,12113.95,12759.1,19.5,1.23076923076923
"115","4A",309,1,30,"1B",118,446,12457,12141.85,12784.05,19,1.57894736842105
"116","4A",310,1,24,"1B",119,447,12474.5,12153.95,12793.1,17.5,1.37142857142857
"117","4A",311,1,18,"1B",120,448,12493,12163.95,12804.15,18.5,0.972972972972973
"118","4A",312,1,31,"1B",121,449,12508,12176.75,12821.05,15,2.06666666666667
"119","4A",313,1,26,"1B",122,450,12526,12190.95,12832.05,18,1.44444444444444
"120","4A",314,1,16,"1B",123,451,12540,12203,12842.05,14,1.14285714285714
"121","4A",315,1,16,"1B",124,452,12554,12215.95,12852.05,14,1.14285714285714
"122","4A",316,1,19,"1B",125,453,12574,12229,12868.05,20,0.95
"123","4A",317,1,25,"1B",126,454,12591,12246.75,12876.1,17,1.47058823529412
"124","4A",318,1,35,"1B",127,455,12610,12266,12885.1,19,1.84210526315789
"125","4A",319,1,33,"1B",128,456,12627.5,12292.9,12893.1,17.5,1.88571428571429
"126","4A",320,1,38,"1B",129,457,12651,12313.8,12908.05,23.5,1.61702127659574
"127","4A",321,1,17,"1B",130,458,12665.5,12333.95,12921,14.5,1.17241379310345
"128","4A",322,1,27,"1B",131,459,12685.5,12352.5,12931.05,20,1.35
"129","4A",323,1,36,"1B",132,460,12708.5,12383,12941.1,23,1.56521739130435
"130","4A",324,1,58,"1B",133,461,12727,12407,12953.05,18.5,3.13513513513514
"131","4A",325,1,45,"1B",134,462,12745,12425,12963,18,2.5
"132","4A",326,1,78,"1B",135,463,12763.5,12446.9,12975.05,18.5,4.21621621621622
"133","4A",327,1,25,"1B",136,464,12782,12472.9,12985.05,18.5,1.35135135135135
"134","4A",328,1,54,"1B",137,465,12800,12508.95,13002,18,3
"135","4A",329,1,28,"1B",138,466,12819,12546,13012.05,19,1.47368421052632
"136","4A",330,1,103,"1B",139,467,12841,12583,13028,22,4.68181818181818
"137","4A",331,1,90,"1B",140,468,12866,12646,13051.05,25,3.6
"138","4A",332,1,78,"1B",141,469,12908,12718.95,13087,42,1.85714285714286
"139","4A",333,1,99,"1B",142,470,12960,12770.9,13196,52,1.90384615384615
"140","4A",344,1,92,"2B",3,481,13232.5,12941,13606.15,23,4
"141","4A",345,1,115,"2B",4,482,13254,12958.85,13635.05,21.5,5.34883720930233
"142","4A",346,1,161,"2B",5,483,13273,12972,13653,19,8.47368421052632
"143","4A",347,1,96,"2B",6,484,13298.5,12999.65,13668.05,25.5,3.76470588235294
"144","4A",348,1,113,"2B",7,485,13320,13012.9,13687,21.5,5.25581395348837
"145","4A",350,1,140,"2B",9,487,13365.5,13038.95,13727.25,23.5,5.95744680851064
"146","4A",351,1,124,"2B",10,488,13388,13049,13747.15,22.5,5.51111111111111
"147","4A",352,1,157,"2B",11,489,13416,13062.8,13763.15,28,5.60714285714286
"148","4A",353,1,194,"2B",12,490,13436.5,13082.8,13779.15,20.5,9.46341463414634
"149","4A",354,1,155,"2B",13,491,13461,13095.95,13797.05,24.5,6.3265306122449
"150","4A",355,1,105,"2B",14,492,13485,13110.8,13808.05,24,4.375
"151","4A",356,1,99,"2B",15,493,13505.5,13123.95,13820.05,20.5,4.82926829268293
"152","4A",357,1,191,"2B",16,494,13527,13149.9,13832,21.5,8.88372093023256
"153","4A",358,1,145,"2B",17,495,13548.5,13170,13847,21.5,6.74418604651163
"154","4A",359,1,249,"2B",18,496,13569,13195.9,13859.1,20.5,12.1463414634146
"155","4A",360,1,135,"2B",19,497,13591,13220.9,13875.2,22,6.13636363636364
"156","4A",361,1,124,"2B",20,498,13614.5,13242.9,13891.15,23.5,5.27659574468085
"157","4A",362,1,186,"2B",21,499,13637,13250.95,13902.05,22.5,8.26666666666667
"158","4A",363,1,204,"2B",22,500,13661,13280,13911.05,24,8.5
"159","4A",364,1,155,"2B",23,501,13680,13312.95,13929,19,8.1578947368421
"160","4A",365,1,164,"2B",24,502,13706,13351.7,13941,26,6.30769230769231
"161","4A",366,1,161,"2B",25,503,13730,13370.85,13953.05,24,6.70833333333333
"162","4A",367,1,131,"2B",26,504,13754,13396.95,13974,24,5.45833333333333
"163","4A",368,1,209,"2B",27,505,13778,13428.85,13993.05,24,8.70833333333333
"164","4A",369,1,160,"2B",28,506,13801,13477.85,14006,23,6.95652173913043
"165","4A",370,1,151,"2B",29,507,13827,13515.75,14025,26,5.80769230769231
"166","4A",371,1,144,"2B",30,508,13858.5,13571.55,14052,31.5,4.57142857142857
"167","4A",372,1,130,"2B",31,509,13892.5,13653.75,14076,34,3.82352941176471
"168","4A",373,1,205,"2B",32,510,13944,13770.95,14118,51.5,3.98058252427184
"169","4A",374,1,205,"2B",33,511,13987,13803.95,14187,43,4.76744186046512
"170","4A",375,1,167,"2B",34,512,14021.5,13830,14234.2,34.5,4.84057971014493
"171","4A",376,1,289,"2B",35,513,14052,13856.95,14283.05,30.5,9.47540983606557
"172","4A",377,1,272,"2B",36,514,14079,13872,14312.2,27,10.0740740740741
"173","4A",378,1,224,"2B",37,515,14106.5,13888.95,14346.15,27.5,8.14545454545454
"174","4A",379,1,66,"2B",38,516,14129,13906,14387.05,22.5,2.93333333333333
"175","4A",380,1,239,"2B",39,517,14155,13925.7,14406,26,9.19230769230769
"176","4A",381,1,188,"2B",40,518,14179,13939,14433.05,24,7.83333333333333
"177","4A",382,1,189,"2B",41,519,14200.5,13951.95,14472.3,21.5,8.7906976744186
"178","4A",383,1,61,"2B",42,520,14222.5,13970.9,14508.05,22,2.77272727272727
"179","4A",384,1,198,"2B",43,521,14245.5,13991.95,14544.1,23,8.60869565217391
"180","4A",385,1,244,"2B",44,522,14274,14019.85,14584.1,28.5,8.56140350877193
"181","4A",386,1,223,"2B",45,523,14306,14037.9,14624,32,6.96875
"182","4A",387,1,90,"2B",46,524,14341,14060.8,14664.05,35,2.57142857142857
"183","4A",388,1,173,"2B",47,525,14401,14109.75,14722.3,60,2.88333333333333
"184","4A",389,1,211,"2B",48,526,14456,14162,14766.15,55,3.83636363636364
"185","4A",390,1,102,"2B",49,527,14496.5,14197.95,14804.35,40.5,2.51851851851852
"186","4A",392,1,117,"2B",51,529,14574,14263.95,14866.15,38,3.07894736842105
"187","4A",393,1,146,"2B",52,530,14610,14300.8,14896.25,36,4.05555555555556
"188","4A",394,1,224,"2B",53,531,14646.5,14325,14929,36.5,6.13698630136986
"189","4A",396,1,247,"2B",55,533,14724,14391,14985.45,39.5,6.25316455696202
"190","4A",397,1,206,"2B",56,534,14772,14433.95,15023.05,48,4.29166666666667
"191","4A",398,1,198,"2B",57,535,14830,14511.95,15085,58,3.41379310344828
"192","4A",399,1,21,"2B",58,536,14859,14571.75,15110.05,29,0.724137931034483
"193","4A",400,1,26,"2B",59,537,14882,14599.85,15130.05,23,1.1304347826087
"194","4A",401,1,33,"2B",60,538,14902.5,14633.9,15145.1,20.5,1.60975609756098
"195","4A",402,1,55,"2B",61,539,14922,14656.95,15162.15,19.5,2.82051282051282
"196","4A",403,1,7,"2B",62,540,14941,14679.85,15173.05,19,0.368421052631579
"197","4A",404,1,45,"2B",63,541,14958.5,14700,15186,17.5,2.57142857142857
"198","4A",405,1,38,"2B",64,542,14979.5,14718.85,15200,21,1.80952380952381
"199","4A",406,1,76,"2B",65,543,14995.5,14741.9,15210.1,16,4.75
"200","4A",407,1,29,"2B",66,544,15013.5,14760.95,15222.05,18,1.61111111111111
"201","4A",408,1,94,"2B",67,545,15030,14782.95,15239.1,16.5,5.6969696969697
"202","4A",409,1,45,"2B",68,546,15043,14808.95,15252.15,13,3.46153846153846
"203","4A",410,1,70,"2B",69,547,15061.5,14829,15265.05,18.5,3.78378378378378
"204","4A",411,1,16,"2B",70,548,15082,14843.95,15279,20.5,0.780487804878049
"205","4A",412,1,77,"2B",71,549,15103,14875.95,15305,21,3.66666666666667
"206","4A",413,1,171,"2B",72,550,15126,14913,15330,23,7.43478260869565
"207","4A",414,1,205,"2B",73,551,15159,14961,15365.05,33,6.21212121212121
"208","4A",415,1,31,"2B",74,552,15211,15007.8,15436.1,52,0.596153846153846
"209","4A",416,1,155,"2B",75,553,15252.5,15040,15479.05,41.5,3.73493975903614
"210","4A",417,1,158,"2B",76,554,15293,15073.9,15521.2,40.5,3.90123456790123
"211","4A",418,1,244,"2B",77,555,15330,15098,15566.15,37,6.59459459459459
"212","4A",419,1,117,"2B",78,556,15367,15128.7,15611,37,3.16216216216216
"213","4A",420,1,152,"2B",79,557,15401.5,15157.95,15655.05,34.5,4.40579710144928
"214","4A",421,1,155,"2B",80,558,15444,15186,15702.15,42.5,3.64705882352941
"215","4A",422,1,203,"2B",81,559,15503.5,15224.85,15788,59.5,3.41176470588235
"216","4A",423,1,57,"2B",82,560,15558,15292.95,15833,54.5,1.04587155963303
"217","4A",424,1,158,"2B",83,561,15591,15334.95,15871.15,33,4.78787878787879
"218","4A",425,1,199,"2B",84,562,15626,15368,15907.05,35,5.68571428571429
"219","4A",426,1,310,"2B",85,563,15662.5,15396.9,15941.05,36.5,8.49315068493151
"220","4A",427,1,139,"2B",86,564,15696,15418,15977.05,33.5,4.14925373134328
"221","4A",428,1,341,"2B",87,565,15729.5,15442.9,16012.1,33.5,10.1791044776119
"222","4A",429,1,103,"2B",88,566,15768,15467.95,16059.05,38.5,2.67532467532468
"223","4A",430,1,191,"2B",89,567,15823.5,15514.75,16132.3,55.5,3.44144144144144
"224","4A",442,1,242,"3L",1,580,16059,15752.95,16423.05,16.0000000000018,15.1249999999983
"225","4A",443,1,105,"3L",2,581,16077,15762.9,16438.05,18,5.83333333333333
"226","4A",444,1,369,"3L",3,582,16097.5,15776.95,16451,20.4999999999982,18.0000000000016
"227","4A",445,1,294,"3L",4,583,16113.5,15790,16470.1,16,18.375
"228","4A",446,1,265,"3L",5,584,16132.5,15806.9,16499.3,19,13.9473684210526
"229","4A",447,1,70,"3L",6,585,16157,15829.95,16523.1,24.5,2.85714285714286
"230","4A",448,1,196,"3L",7,586,16182.5,15841,16578.15,25.5,7.68627450980392
"231","4A",449,1,168,"3L",8,587,16225,15860.8,16621,42.5000000000018,3.95294117647042
"232","4A",450,1,210,"3L",9,588,16286.5,15909.95,16680.05,61.4999999999982,3.41463414634156
"233","4A",451,1,62,"3L",10,589,16321,15939.95,16707.3,34.5000000000018,1.79710144927527
"234","4A",452,1,131,"3L",11,590,16348,15966.55,16752.05,26.9999999999964,4.85185185185251
"235","4A",453,1,173,"3L",12,591,16369.5,15987.9,16779.15,21.5000000000018,8.0465116279063
"236","4A",454,1,213,"3L",13,592,16394,16000,16800.1,24.5,8.69387755102041
"237","4A",455,1,56,"3L",14,593,16419,16023.85,16827.1,25,2.24
"238","4A",456,1,69,"3L",15,594,16441,16042,16841.1,22,3.13636363636364
"239","4A",457,1,142,"3L",16,595,16458,16065.85,16855.05,17,8.35294117647059
"240","4A",458,1,160,"3L",17,596,16477,16081.85,16868.2,19,8.42105263157895
"241","4A",459,1,53,"3L",18,597,16497,16101.55,16886.1,20,2.65
"242","4A",460,1,93,"3L",19,598,16514.5,16109,16909.25,17.5,5.31428571428571
"243","4A",461,1,104,"3L",20,599,16531.5,16127.9,16935.2,17,6.11764705882353
"244","4A",462,1,50,"3L",21,600,16550,16139.8,16957.05,18.5,2.7027027027027
"245","4A",463,1,27,"3L",22,601,16569.5,16153.95,16972.15,19.5,1.38461538461538
"246","4A",464,1,57,"3L",23,602,16591,16176.9,16989.05,21.5,2.65116279069767
"247","4A",465,1,8,"3L",24,603,16610,16197.65,17002.05,19,0.421052631578947
"248","4A",466,1,8,"3L",25,604,16635,16215,17018.05,25,0.32
"249","4A",467,1,1,"3L",26,605,16655,16228.9,17038.15,20,0.05
"250","4A",468,1,7,"3L",27,606,16669,16251.7,17049,14,0.5
"251","4A",469,1,20,"3L",28,607,16691.5,16281.75,17063.2,22.5,0.888888888888889
"252","4A",470,1,31,"3L",29,608,16704,16295.95,17078.25,12.5,2.48
"253","4A",471,1,11,"3L",30,609,16721.5,16306.95,17102.1,17.5,0.628571428571429
"254","4A",472,1,35,"3L",31,610,16739,16316,17121.1,17.5,2
"255","4A",473,1,15,"3L",32,611,16759,16330.9,17129.25,20,0.75
"256","4A",474,1,20,"3L",33,612,16781.5,16349.85,17151.05,22.5,0.888888888888889
"257","4A",475,1,28,"3L",34,613,16797,16363.9,17162.1,15.5,1.80645161290323
"258","4A",476,1,16,"3L",35,614,16814,16380,17176.25,17,0.941176470588235
"259","4A",477,1,19,"3L",36,615,16834,16404.95,17195,20,0.95
"260","4A",478,1,25,"3L",37,616,16854,16414.95,17205.05,20,1.25
"261","4A",479,1,5,"3L",38,617,16871.5,16433.65,17215,17.5,0.285714285714286
"262","4A",480,1,26,"3L",39,618,16889.5,16446.65,17222.05,18,1.44444444444444
"263","4A",481,1,16,"3L",40,619,16907,16474.7,17229.1,17.5,0.914285714285714
"264","4A",482,1,45,"3L",41,620,16929.5,16490.85,17242.05,22.5,2
"265","4A",483,1,94,"3L",42,621,16944.5,16531.95,17249.1,15,6.26666666666667
"266","4A",484,1,48,"3L",43,622,16965,16568.85,17257,20.5,2.34146341463415
"267","4A",485,1,53,"3L",44,623,16986.5,16588.6,17266.05,21.5,2.46511627906977
"268","4A",486,1,48,"3L",45,624,17006,16606.9,17275,19.5,2.46153846153846
"269","4A",487,1,50,"3L",46,625,17026,16629.55,17284,20,2.5
"270","4A",488,1,107,"3L",47,626,17043.5,16648.95,17292,17.5,6.11428571428571
"271","4A",489,1,74,"3L",48,627,17062,16672,17301.1,18.5,4
"272","4A",490,1,146,"3L",49,628,17081,16691,17309.05,19,7.68421052631579
"273","4A",491,1,116,"3L",50,629,17100.5,16721.75,17318,19.5,5.94871794871795
"274","4A",492,1,197,"3L",51,630,17121,16752.95,17325,20.5,9.60975609756098
"275","4A",493,1,164,"3L",52,631,17143.5,16772.9,17333,22.5,7.28888888888889
"276","4A",494,1,276,"3L",53,632,17164.5,16817.95,17341,21,13.1428571428571
"277","4A",495,1,209,"3L",54,633,17187,16856.95,17351.05,22.5,9.28888888888889
"278","4A",496,1,245,"3L",55,634,17211,16893,17360.05,24,10.2083333333333
"279","4A",497,1,214,"3L",56,635,17235,16935.95,17368,24,8.91666666666667
"280","4A",498,1,200,"3L",57,636,17258,16973.95,17379,23,8.69565217391304
"281","4A",499,1,147,"3L",58,637,17285,17020.9,17391,27,5.44444444444444
"282","4A",500,1,183,"3L",59,638,17313,17079.9,17403,28,6.53571428571429
"283","4A",501,1,160,"3L",60,639,17351,17166.95,17425.05,38,4.21052631578947
"284","4A",502,1,194,"3L",61,640,17416,17227.9,17537,65,2.98461538461538
"285","4A",503,1,146,"3L",62,641,17468.5,17276.7,17644.05,52.5,2.78095238095238
"286","4A",504,1,116,"3L",63,642,17521,17319.85,17759.15,52.5,2.20952380952381
"287","4A",505,1,144,"3L",64,643,17587.5,17367.95,17891.1,66.5,2.16541353383459
"288","4A",508,1,122,"3L",67,646,17671.5,17432,17996.05,21,5.80952380952381
"289","4A",509,1,100,"3L",68,647,17688,17444.9,18023.05,16.5,6.06060606060606
"290","4A",510,1,223,"3L",69,648,17708,17451,18043.5,20,11.15
"291","4A",511,1,347,"3L",70,649,17719,17462.9,18070,11,31.5454545454545
"292","4A",512,1,268,"3L",71,650,17733.5,17475.9,18083,14.5,18.4827586206897
"293","4A",513,1,260,"3L",72,651,17751.5,17482,18108.05,18,14.4444444444444
"294","4A",514,1,290,"3L",73,652,17763.5,17493,18121.55,12,24.1666666666667
"295","4A",515,1,183,"3L",74,653,17778,17505.95,18140.05,14.5,12.6206896551724
"296","4A",516,1,208,"3L",75,654,17793,17517.75,18160.15,15,13.8666666666667
"297","4A",517,1,99,"3L",76,655,17804.5,17524,18173,11.5,8.60869565217391
"298","4A",518,1,170,"3L",77,656,17818,17532.8,18186,13.5,12.5925925925926
"299","4A",519,1,244,"3L",78,657,17832,17541.9,18201.15,14,17.4285714285714
"300","4A",520,1,149,"3L",79,658,17845,17551.85,18218.05,13,11.4615384615385
"301","4A",521,1,60,"3L",80,659,17859,17557.95,18232.1,14,4.28571428571429
"302","4A",522,1,149,"3L",81,660,17872,17563,18244,13,11.4615384615385
"303","4A",523,1,57,"3L",82,661,17884,17574.8,18260.2,12,4.75
"304","4A",525,1,41,"3L",84,663,17915,17591.95,18297.05,13,3.15384615384615
"305","4A",526,1,55,"3L",85,664,17928,17602.95,18316.15,13,4.23076923076923
"306","4A",527,1,83,"3L",86,665,17942,17606.9,18329.15,14,5.92857142857143
"307","4A",528,1,62,"3L",87,666,17954.5,17616,18347.15,12.5,4.96
"308","4A",529,1,35,"3L",88,667,17972.5,17621.95,18361.1,18,1.94444444444444
"309","4A",530,1,124,"3L",89,668,17987.5,17630.95,18378,15,8.26666666666667
"310","4A",531,1,69,"3L",90,669,18004.5,17636.95,18391.05,17,4.05882352941176
"311","4A",532,1,250,"3L",91,670,18019,17650.95,18403.2,14.5,17.2413793103448
"312","4A",533,1,250,"3L",92,671,18034.5,17662.95,18421.1,15.5,16.1290322580645
"313","4A",534,1,389,"3L",93,672,18051,17674.9,18438,16.5,23.5757575757576
"314","4A",535,1,325,"3L",94,673,18071.5,17681,18453.05,20.5,15.8536585365854
"315","4A",536,1,277,"3L",95,674,18090.5,17691,18478,19,14.5789473684211
"316","4A",537,1,129,"3L",96,675,18109,17697.9,18492.2,18.5,6.97297297297297
"317","4A",538,1,203,"3L",97,676,18129.5,17714.85,18513.1,20.5,9.90243902439024
"318","4A",542,1,84,"4L",1,680,18266,17833,18654,49.5,1.6969696969697
"319","4A",543,1,70,"4L",2,681,18296.5,17860.9,18673.1,30.5,2.29508196721311
"320","4A",544,1,185,"4L",3,682,18325,17898.8,18692,28.5,6.49122807017544
"321","4A",545,1,152,"4L",4,683,18345.5,17917,18702.1,20.5,7.41463414634146
"322","4A",546,1,59,"4L",5,684,18364,17939.95,18717,18.5,3.18918918918919
"323","4A",547,1,36,"4L",6,685,18381,17961.9,18732.05,17,2.11764705882353
"324","4A",548,1,24,"4L",7,686,18397,17991.65,18742.15,16,1.5
"325","4A",549,1,20,"4L",8,687,18414,18011.95,18761,17,1.17647058823529
"326","4A",550,1,35,"4L",9,688,18432,18036.95,18769,18,1.94444444444444
"327","4A",551,1,33,"4L",10,689,18448.5,18057.85,18776.05,16.5,2
"328","4A",552,1,47,"4L",11,690,18465,18079.95,18785,16.5,2.84848484848485
"329","4A",553,1,45,"4L",12,691,18481.5,18095.95,18797,16.5,2.72727272727273
"330","4A",554,1,122,"4L",13,692,18497,18110,18807.05,15.5,7.87096774193548
"331","4A",555,1,164,"4L",14,693,18512.5,18131.9,18815.15,15.5,10.5806451612903
"332","4A",556,1,54,"4L",15,694,18529,18146.95,18827.05,16.5,3.27272727272727
"333","4A",557,1,105,"4L",16,695,18545.5,18158,18835,16.5,6.36363636363636
"334","4A",558,1,112,"4L",17,696,18558,18184.95,18846.25,12.5,8.96
"335","4A",559,1,51,"4L",18,697,18575.5,18203,18856.05,17.5,2.91428571428571
"336","4A",560,1,47,"4L",19,698,18587,18226,18863.1,11.5,4.08695652173913
"337","4A",561,1,29,"4L",20,699,18601,18238,18875,14,2.07142857142857
"338","4A",562,1,136,"4L",21,700,18613.5,18259,18881.15,12.5,10.88
"339","4A",564,1,49,"4L",23,702,18645,18300.95,18896.1,15,3.26666666666667
"340","4A",565,1,57,"4L",24,703,18661,18319.95,18906.15,16,3.5625
"341","4A",566,1,78,"4L",25,704,18677.5,18341.95,18917,16.5,4.72727272727273
"342","4A",567,1,124,"4L",26,705,18695,18359.9,18928.05,17.5,7.08571428571429
"343","4A",568,1,101,"4L",27,706,18710.5,18380.9,18939.1,15.5,6.51612903225806
"344","4A",569,1,84,"4L",28,707,18726,18400.6,18950,15.5,5.41935483870968
"345","4A",570,1,222,"4L",29,708,18744,18418.8,18957.05,18,12.3333333333333
"346","4A",571,1,342,"4L",30,709,18761,18443.85,18969.15,17,20.1176470588235
"347","4A",572,1,482,"4L",31,710,18777.5,18473.8,18982.05,16.5,29.2121212121212
"348","4A",573,1,241,"4L",32,711,18793,18508.95,18992.1,15.5,15.5483870967742
"349","4A",574,1,372,"4L",33,712,18810,18556.8,19007.05,17,21.8823529411765
"350","4A",575,1,234,"4L",34,713,18828,18602.85,19018.05,18,13
"351","4A",576,1,324,"4L",35,714,18850.5,18647.95,19033.15,22.5,14.4
"352","4A",578,1,296,"4L",37,716,18966,18769.65,19336.25,77.5,3.81935483870968
"353","4A",580,1,181,"4L",39,718,19073,18821,19669.2,47.5,3.81052631578947
"354","4A",582,1,215,"4L",41,720,19159,18877.95,19824.05,39.5,5.44303797468354
"355","4A",583,1,218,"4L",42,721,19205,18893.95,19890.3,46,4.73913043478261
"356","4A",584,1,230,"4L",43,722,19245,18909,19964,40,5.75
"357","4A",586,1,138,"4L",45,724,19330,18952,20079.25,35.5,3.88732394366197
"358","4A",587,1,123,"4L",46,725,19376,18973.9,20142.25,46,2.67391304347826
"359","4A",588,1,118,"4L",47,726,19416.5,18991,20217,40.5,2.91358024691358
"360","4A",589,1,82,"4L",48,727,19454,19012,20299,37.5,2.18666666666667
"361","4A",590,1,79,"4L",49,728,19489.5,19027,20337,35.5,2.22535211267606
"362","4A",591,1,60,"4L",50,729,19520.5,19045.95,20387.3,31,1.93548387096774
"363","4A",592,1,70,"4L",51,730,19567.5,19067,20423.05,47,1.48936170212766
"364","4A",593,1,113,"4L",52,731,19604,19086.85,20454.45,36.5,3.0958904109589
"365","4A",594,1,124,"4L",53,732,19647.5,19111.85,20504.05,43.5,2.85057471264368
"366","4A",595,1,114,"4L",54,733,19690.5,19132.8,20535.05,43,2.65116279069767
"367","4A",596,1,101,"4L",55,734,19744,19149,20584.05,53.5,1.88785046728972
"368","4A",597,1,131,"4L",56,735,19779.5,19171.75,20617.05,35.5,3.69014084507042
"369","4A",598,1,154,"4L",57,736,19822.5,19199.55,20690.05,43,3.58139534883721
"370","4A",599,1,157,"4L",58,737,19864.5,19218.65,20749.15,42,3.73809523809524
"371","4A",600,1,112,"4L",59,738,19901.5,19237.6,20781.1,37,3.02702702702703
"372","4A",601,1,288,"4L",60,739,19947.5,19261.8,20800.05,46,6.26086956521739
"373","4A",602,1,137,"4L",61,740,19997.5,19288.9,20834.2,50,2.74
"374","4A",603,1,181,"4L",62,741,20032.5,19317.9,20873,35,5.17142857142857
"375","4A",604,1,209,"4L",63,742,20079.5,19340.65,20900.05,47,4.4468085106383
"376","4A",605,1,234,"4L",64,743,20107.5,19355,20929.9,28,8.35714285714286
"377","4A",606,1,236,"4L",65,744,20143,19376.95,20958.4,35.5,6.64788732394366
"378","4A",607,1,214,"4L",66,745,20185,19398.95,20982,42,5.09523809523809
"379","4A",608,1,210,"4L",67,746,20224.5,19443.4,21018.65,39.5,5.31645569620253
"380","4A",609,1,217,"4L",68,747,20259.5,19482.9,21055.05,35,6.2
"381","4A",610,1,165,"4L",69,748,20298,19505.9,21102.05,38.5,4.28571428571429
"382","4A",612,1,169,"4L",71,750,20370,19552,21169.1,33.5,5.04477611940298
"383","4A",613,1,188,"4L",72,751,20411.5,19598.75,21194.2,41.5,4.53012048192771
"384","4A",614,1,145,"4L",73,752,20450.5,19641.6,21226.1,39,3.71794871794872
"385","4A",615,1,184,"4L",74,753,20490,19670.95,21253.4,39.5,4.65822784810127
"386","4A",616,1,152,"4L",75,754,20533,19708,21286.15,43,3.53488372093023
"387","4A",617,1,166,"4L",76,755,20570.5,19742.95,21313.05,37.5,4.42666666666667
"388","4A",618,1,185,"4L",77,756,20610.5,19797.9,21341.25,40,4.625
"389","4A",619,1,153,"4L",78,757,20645.5,19832.9,21373.15,35,4.37142857142857
"390","4A",620,1,135,"4L",79,758,20682,19896.25,21400.25,36.5,3.6986301369863
"391","4A",621,1,130,"4L",80,759,20730,19926.85,21419.15,48,2.70833333333333
"392","4A",622,1,124,"4L",81,760,20774.5,19984.7,21442.25,44.5,2.78651685393258
"393","4A",623,1,101,"4L",82,761,20821.5,20017.8,21473,47,2.14893617021277
"394","4A",624,1,146,"4L",83,762,20858,20056.9,21507.55,36.5,4
"395","4A",625,1,120,"4L",84,763,20909,20119,21540.15,51,2.35294117647059
"396","4A",626,1,136,"4L",85,764,20952.5,20157.4,21579.7,43.5,3.1264367816092
"397","4A",627,1,139,"4L",86,765,20989,20204.7,21615,36.5,3.80821917808219
"398","4A",628,1,145,"4L",87,766,21027,20274.85,21647.1,38,3.81578947368421
"399","4A",629,1,138,"4L",88,767,21078.5,20362.6,21688.1,51.5,2.67961165048544
"400","4A",630,1,158,"4L",89,768,21120,20434.9,21732.45,41.5,3.80722891566265
"401","4A",631,1,226,"4L",90,769,21175.5,20526,21772.15,55.5,4.07207207207207
"402","4A",632,1,255,"4L",91,770,21261.5,20600.95,21827,86,2.96511627906977
"403","4A",633,1,133,"4L",92,771,21374,20768.8,21907.35,112.5,1.18222222222222
"404","4A",634,1,173,"4L",93,772,21431,20845.85,22014.3,57,3.03508771929825
"405","4A",635,1,209,"4L",94,773,21477.5,20901,22043.05,46.5,4.49462365591398
"406","4A",636,1,203,"4L",95,774,21511,20958.75,22073.05,33.5,6.05970149253731
"407","4A",637,1,144,"4L",96,775,21544,20996,22100.3,33,4.36363636363636
"408","4A",638,1,236,"4L",97,776,21576,21043.85,22135,32,7.375
"409","4A",639,1,176,"4L",98,777,21611,21071,22155.3,35,5.02857142857143
"410","4A",640,1,133,"4L",99,778,21649,21102.95,22185.15,38,3.5
"411","4A",641,1,254,"5L",0,779,21677.5,21127.95,22204.2,28.5,8.91228070175439
"412","4A",642,1,184,"5L",1,780,21703.5,21148,22237.25,26,7.07692307692308
"413","4A",643,1,200,"5L",2,781,21736,21177.8,22243.1,32.5,6.15384615384615
"414","4A",644,1,173,"5L",3,782,21760,21200.9,22260.7,24,7.20833333333333
"415","4A",645,1,217,"5L",4,783,21788,21230,22290,28,7.75
"416","4A",646,1,180,"5L",5,784,21817,21257,22302.25,29,6.20689655172414
"417","4A",647,1,225,"5L",6,785,21845,21276,22327.3,28,8.03571428571429
"418","4A",648,1,289,"5L",7,786,21879,21316.5,22352.15,34,8.5
"419","4A",649,1,255,"5L",8,787,21904,21362.4,22371.05,25,10.2
"420","4A",650,1,192,"5L",9,788,21929.5,21402.8,22388.2,25.5,7.52941176470588
"421","4A",651,1,109,"5L",10,789,21954,21445,22413.15,24.5,4.44897959183673
"422","4A",652,1,144,"5L",11,790,21986,21463,22433.1,32,4.5
"423","4A",653,1,172,"5L",12,791,22014.5,21506,22456.05,28.5,6.03508771929825
"424","4A",654,1,80,"5L",13,792,22038.5,21538.6,22478,24,3.33333333333333
"425","4A",655,1,177,"5L",14,793,22068,21583.95,22501.25,29.5,6
"426","4A",656,1,275,"5L",15,794,22097.5,21600.95,22521.05,29.5,9.32203389830508
"427","4A",657,1,156,"5L",16,795,22128,21644.95,22544.2,30.5,5.11475409836066
