"","core","depth_core","pctOrg","drive","depth_core.y","depth_composite","median_age","quant_5perc","quant_95perc","accu_rate"
"362","4A",1125,9.792412312,"9L",84,1263,43604,41665.8,45932.9,50
"363","4A",1129,8.619079386,"9L",88,1267,43789.5,41773.85,46133.75,49.5
"364","4A",1133,10.80874484,"9L",92,1271,43960,41889.5,46256.3,34
"365","4A",1137,12.51633512,"9L",96,1275,44145,42018.95,46448.55,35
"366","4A",1141,9.155722326,"10L",0,1279,44330,42128.65,46632.15,53
"367","4A",1145,9.301736155,"10L",4,1283,44483.5,42325.75,46810.1,40
"368","4A",1149,6.495343628,"10L",8,1287,44627,42497.25,47080.05,29.5
"369","4A",1153,4.718195076,"10L",12,1291,44801,42645.9,47292.1,50
"370","4A",1157,0.454407755,"10L",16,1295,45004,42785.4,47463.6,38
"371","4A",1161,5.263157895,"10L",20,1299,45202,42943,47651.2,61
"372","4A",1165,15.35541025,"10L",24,1303,45371.5,43085.7,47857.1,64.5
"373","4A",1169,13.54479211,"10L",28,1307,45551,43223.6,48015.4,50.5
"374","4A",1173,20.17760237,"10L",32,1311,45744.5,43332.9,48329.15,43.5
"375","4A",1177,14.41981226,"10L",36,1315,45925.5,43562.4,48478.1,32.5
"376","4A",1181,14.0129683,"10L",40,1319,46138.5,43680.6,48684.5,60
"377","4A",1185,10.15307716,"10L",44,1323,46330,43829,48848.05,59
"378","4A",1189,10.77559779,"10L",48,1327,46472.5,43990.55,48970.25,24.5
"379","4A",1193,9.420861606,"10L",52,1331,46634.5,44184.65,49109.2,31.5
"380","4A",1197,7.390608324,"10L",56,1335,46788.5,44418.1,49248.4,30
"381","4A",1201,0.888099467,"10L",60,1339,47011,44571,49412.05,59
"382","4A",1205,8.422477996,"10L",64,1343,47204,44782.35,49602.45,49
"383","4A",1209,8.271125709,"10L",68,1347,47408,44920,49737.15,33
"384","4A",1213,6.784721507,"10L",72,1351,47584,45119.95,49846.35,23
"385","4A",1221,8.440813987,"10L",80,1359,47938.5,45499.85,50255,42
"386","4A",1225,14.2920649,"10L",84,1363,48083,45667.95,50444.25,39
"387","4A",1229,14.74425347,"10L",88,1367,48217.5,45848.95,50629.05,40.5
"388","4A",1232,12.82531043,"10L",91,1370,48369,45956.8,50693.35,51
"389","4A",1241,15.69237148,"11L",0,1379,48832,46404.25,51022.3,70.5
"390","4A",1245,15.74539363,"11L",4,1383,49019,46526.9,51163.75,38
"391","4A",1249,13.35444217,"11L",8,1387,49163,46722.65,51372.55,39.5
"392","4A",1253,12.6394052,"11L",12,1391,49331,46889.7,51556,29.5
"393","4A",1257,14.72835314,"11L",16,1395,49505.5,47121.95,51778.4,35
"394","4A",1261,12.64559068,"11L",20,1399,49665,47383.5,51931.2,45.5
"395","4A",1265,12.49770263,"11L",24,1403,49834.5,47606.45,52215.1,47
"396","4A",1269,17.53004559,"11L",28,1407,50006.5,47782.45,52363.5,39
"397","4A",1273,13.97722811,"11L",32,1411,50267.5,47974.9,52554,28
"398","4A",1277,16.33881975,"11L",36,1415,50466.5,48116.45,52763,52
"399","4A",1281,17.78975741,"11L",40,1419,50947.5,48599.5,53277.9,186.5
"400","4A",1285,19.02227479,"11L",44,1423,51328.5,48939.6,53744.1,108
"401","4A",1289,17.79123414,"11L",48,1427,51568,49160.75,54019.65,59
"402","4A",1293,13.62135783,"11L",52,1431,51779,49427.5,54298.15,47
"403","4A",1297,12.58547941,"11L",56,1435,51999.5,49695.85,54560.05,39
"404","4A",1301,15.88044653,"11L",60,1439,52215,49898.55,54741.15,57
"405","4A",1305,12.97551789,"11L",64,1443,52445.5,50102.9,54938.65,54.5
"406","4A",1309,9.854069505,"11L",68,1447,52681,50243.75,55223.55,53.5
"407","4A",1313,8.335741115,"11L",72,1451,52899,50461.65,55450.05,33
"408","4A",1317,2.816372512,"11L",76,1455,53120.5,50718.05,55653.6,32
"409","4A",1321,3.40826686,"11L",80,1459,53338.5,50943.35,55879.3,49
"410","4A",1325,6.776464672,"11L",84,1463,53570.5,51106.45,56089.45,57.5
"411","4A",1329,3.768821567,"11L",88,1467,53777.5,51315.85,56350.8,59.5
"412","4A",1342,3.248576241,"12L",1,1480,54546.5,52090.25,57038.35,57
"413","4A",1346,1.827553889,"12L",5,1484,54797,52271.85,57161.2,63.5
"414","4A",1350,6.442819973,"12L",9,1488,55042,52412.45,57299.2,68.5
"415","4A",1354,2.268927633,"12L",13,1492,55279.5,52662.85,57502.15,31.5
"416","4A",1358,4.881712354,"12L",17,1496,55477,52916.8,57612.35,58.5
"417","4A",1362,7.028216412,"12L",21,1500,55731,53165.65,57787.9,47.5
"418","4A",1366,6.19663051,"12L",25,1504,55970,53433.7,57912.6,56
"419","4A",1370,7.150027886,"12L",29,1508,56193.5,53614.95,58158.3,55.5
"420","4A",1374,6.664295031,"12L",33,1512,56475.5,53906.2,58352.05,75
"421","4A",1378,9.152119701,"12L",37,1516,56673,54219.9,58473.9,47.5
"422","4A",1382,8.532857871,"12L",41,1520,56926,54554.9,58604.2,61.5
"423","4A",1386,13.61436378,"12L",45,1524,57159.5,54876.55,58749.1,67
"424","4A",1394,15.58740269,"12L",53,1532,57621,55501.2,58947.7,49.5
"425","4A",1398,14.71087124,"12L",57,1536,57862.5,55754.95,59112.05,59.5
"426","4A",1402,18.33165153,"12L",61,1540,58085,56134.3,59201.1,59.5
"427","4A",1406,16.57859974,"12L",65,1544,58316,56445.4,59308.05,51
"428","4A",1410,15.0298141,"12L",69,1548,58557.5,56788.3,59398.05,66.5
"429","4A",1414,13.62987939,"12L",73,1552,58813.5,57280.9,59474.2,47.5
"430","4A",1418,16.65569454,"12L",77,1556,59058,57729.9,59555.1,60
"431","4A",1422,14.02348272,"12L",81,1560,59331.5,58224.15,59627.1,66.5
"432","4A",1426,10.87462587,"12L",85,1564,59609.5,59024.85,59725,75.5
"433","4A",1430,7.487575925,"12L",89,1568,59852,59694,60374,43
"434","4A",1442,9.567943301,"13L",1,1580,60352,59828,61312.35,39.5
"435","4A",1446,8.734903013,"13L",5,1584,60488.5,59869.95,61600.45,36.5
"436","4A",1450,7.780938834,"13L",9,1588,60621,59917.95,61832.1,27
"437","4A",1454,7.380830343,"13L",13,1592,60746,59951.95,62061.6,29.5
"438","4A",1458,7.791085319,"13L",17,1596,60901.5,59995,62233.15,36.5
"439","4A",1462,8.228117463,"13L",21,1600,61038.5,60074,62463.2,34
"440","4A",1466,9.068413392,"13L",25,1604,61186,60170.9,62671.3,33
"441","4A",1470,8.290899595,"13L",29,1608,61313,60244.95,62962.05,25
"442","4A",1474,9.314259058,"13L",33,1612,61462.5,60313.85,63274.05,38
"443","4A",1478,10.24774775,"13L",37,1616,61617,60392.85,63412.4,40
"444","4A",1482,10.68444966,"13L",41,1620,61761.5,60453.95,63574,22
"445","4A",1486,9.550072569,"13L",45,1624,61918.5,60536.5,63736.15,38.5
"446","4A",1490,10.07602113,"13L",49,1628,62078,60651.45,63875.55,42.5
"447","4A",1494,9.733939001,"13L",53,1632,62224.5,60771.85,64065.4,42
"448","4A",1498,9.27963982,"13L",57,1636,62352.5,60860.95,64255.2,31.5
"449","4A",1502,10.28287974,"13L",61,1640,62480.5,60930.8,64535.45,23.5
"450","4A",1506,13.00394579,"13L",65,1644,62651.5,61027.55,64809.1,34.5
"451","4A",1510,8.777512596,"13L",69,1648,62807.5,61125.95,64988.4,18.5
"452","4A",1514,9.542168675,"13L",73,1652,62952.5,61231.35,65142.55,37
"453","4A",1518,9.316427784,"13L",77,1656,63119.5,61327.3,65403.1,36
"454","4A",1522,9.797039524,"13L",81,1660,63252,61437.15,65570.5,44.5
"455","4A",1526,8.792955852,"13L",85,1664,63390.5,61568.9,65705.05,41
"456","4A",1542,9.273913647,"14L",1,1680,63954,62036.95,66540.1,44
"457","4A",1546,9.735744089,"14L",5,1684,64121,62148.95,66766.2,44.5
"458","4A",1550,8.215497738,"14L",9,1688,64255.5,62249.8,66996.2,32.5
"459","4A",1554,10.56801196,"14L",13,1692,64411,62339.7,67139.25,36
"460","4A",1558,10.25366748,"14L",17,1696,64530.5,62432.8,67265.75,18.0000000000073
"461","4A",1562,9.635854342,"14L",21,1700,64679,62522.65,67440.45,42.5
"462","4A",1566,9.530274233,"14L",25,1704,64831.5,62598.85,67572.55,38
"463","4A",1570,9.776864357,"14L",29,1708,65011,62714.95,67848.65,47
"464","4A",1574,3.860202557,"14L",33,1712,65138,62816.8,68038.4,33.5
"465","4A",1578,4.347425624,"14L",37,1716,65288,62930.6,68202.8,40
"466","4A",1582,6.62264906,"14L",41,1720,65409,63145.5,68273.7,32
"467","4A",1586,10.03764115,"14L",45,1724,65541.5,63195.15,68450.45,38
"468","4A",1590,6.428912214,"14L",49,1728,65671,63346.7,68648.3,37
"469","4A",1594,3.174603175,"14L",53,1732,65882.5,63404,68807.55,50
