"","ngroups","topic","taxa","beta"
"516",4,"4","Urticalean.Rosids.undiff.",0.000370178588123497
"517",4,"4","Fabaceae.undiff.",0.000118280148515774
"518",4,"4","Lechea",0.000317280322257522
"519",4,"4","Orchidaceae",9.09999588970477e-13
"520",4,"4","Taxus",1.80162161992112e-07
"521",4,"4","Bursera",7.95240135668815e-15
"522",4,"4","Platanus",0.000569928749289069
"523",4,"4","Ledum.type",3.53811959423768e-25
"524",4,"4","Cichorioideae",8.48210979364362e-09
"525",4,"4","Bromeliaceae",0.000148647804885049
"526",4,"4","Anacardiaceae.undiff.",7.68493522671272e-06
"527",4,"4","Impatiens",3.03663779937035e-05
"528",4,"4","Phoradendron",2.33299191749902e-19
"529",4,"4","Campanulaceae",7.6820194251067e-18
"530",4,"4","Beta.vulgaris.type",1.40742271151827e-10
"531",4,"4","Froelichia.type",7.01873988067651e-10
"532",4,"4","Abies",9.15334118284859e-10
"533",4,"4","Dalea.undiff.",4.41267405877597e-10
"534",4,"4","Scrophulariaceae.type",3.35667921917533e-10
"535",4,"4","cf..Physalis",1.95094777310388e-11
"536",4,"4","Thalictrum",1.59170431404678e-07
"537",4,"4","Dodonaea",0.00101539281976797
"538",4,"4","Solanaceae.undiff.",2.0961640947379e-05
"539",4,"4","Dalea.purpurea",6.0513345084655e-12
"540",4,"4","cf..Hypericum",0.000229902773323924
"541",4,"4","Lupinus.type",2.98989480971202e-20
"542",4,"4","Paronychia.americana",0.000109611231693293
"543",4,"4","Eryngium.type",2.10071400207909e-10
"544",4,"4","Sisyrinchium",5.90047038244462e-08
"545",4,"4","Fagus",0.00121132140759159
"546",4,"4","Myrtaceae.undiff.",0.000108386888204356
"547",4,"4","cf..Verbenaceae",3.02102800640399e-13
"548",4,"4","Ludwigia.type",2.95526898378188e-13
"549",4,"4","Gentianaceae.undiff.",2.77817963391535e-15
"550",4,"4","Pinaceae..vesiculate..undiff.",0.000255793062237128
"551",4,"4","Rumex",5.29643362450136e-05
"552",4,"4","Corylus",7.86115978061694e-05
"553",4,"4","Ceanothus",0.000417788247813242
"554",4,"4","Viburnum",0.000202680083732634
"555",4,"4","Symplocos",1.61783952720516e-05
"556",4,"4","Plantago",1.60643475360762e-16
"557",4,"4","Caryophyllaceae",6.75842989590389e-05
"558",4,"4","Ximenia",0.000104447061963064
"559",4,"4","Osmanthus",5.82445778734246e-12
"560",4,"4","Hedyosmum",5.22235309827359e-05
"561",4,"4","Fraxinus.pennsylvanica.type",4.48553569145756e-12
"562",4,"4","Parthenocissus",1.80940862011141e-06
"563",4,"4","Acer.negundo.type",1.49025591553943e-12
"564",4,"4","Brassicaceae.undiff.",1.09593628121058e-15
"565",4,"4","Dalea",6.61779620784375e-11
"566",4,"4","Gomphrena.type",2.99914786863025e-19
"567",4,"4","Lamiaceae",2.89683762414712e-11
"568",4,"4","Xanthium",3.63564466658872e-17
"569",4,"4","Fraxinus.nigra.type",1.25210173818861e-15
"570",4,"4","Polygalaceae",5.62316256903417e-16
"571",4,"4","Dianthus.type",1.15580637973094e-22
"572",4,"4","Arceuthobium.Loranthaceae",4.32533601106295e-28
"573",4,"4","Sapindus",1.94091767888215e-28
"574",4,"4","Piperaceae.type",1.62012917574524e-27
"575",4,"4","Picea",1.05738009359823e-15
"576",4,"4","Dalea.candida.type",1.4002883178407e-17
"577",4,"4","Sambucus",3.19681137439784e-16
"578",4,"4","Sanguisorba",3.3428550390024e-12
"579",4,"4","Cyclachaena.xanthiifolia.type",9.54351477581678e-25
"580",4,"4","Persicaria.amphibia",6.30637352144576e-22
"581",4,"4","Larix.Pseudotsuga",2.09525453088215e-21
"582",4,"4","Rubiaceae.undiff.",5.14645506404088e-14
"583",4,"4","Onagraceae",5.65226752038284e-21
"584",4,"4","Apocynum",2.26360490568816e-21
"585",4,"4","Hedysarum",2.42612582716713e-09
"586",4,"4","Saxifraga.type",2.85925268478793e-43
"587",4,"4","Tsuga",1.58236813465752e-32
"588",4,"4","Polygonum.tenue.type",5.72659864148586e-31
"589",4,"4","Berberidaceae",2.04423624380188e-30
"590",4,"4","Zanthoxylum.type",3.01822252000935e-36
"591",4,"4","Malvaceae",3.0672509208143e-29
"592",4,"4","Avena.type",4.72231318045124e-30
"593",4,"4","Acer.undiff.",4.29813109479724e-31
"594",4,"4","cf..Oxalis",2.28192046324544e-14
"595",4,"4","Rosaceae.undiff.",2.46063939453918e-24
"596",4,"4","Clethra",1.08316309386899e-22
"597",4,"4","Magnolia",1.58053461573627e-42
"598",4,"4","cf..Weinmannia",5.98999264296551e-36
"599",4,"4","Gentiana.andrewsii.type",8.50886654735216e-34
"600",4,"4","Rhamnaceae.undiff.",1.38838553556893e-32
"601",4,"4","Juglans.nigra.type",0.000118631619208844
"602",4,"4","Shepherdia.canadensis",1.55594142017913e-22
"603",4,"4","Trifolium.repens.type",1.22037153473069e-40
"604",4,"4","Brassica",9.68066593621478e-42
"605",4,"4","Galium",1.14845502616034e-10
"606",4,"4","Euphorbia",1.65938752582535e-11
"607",4,"4","Solanum.rostratum",3.04435597682786e-12
"608",4,"4","Rutaceae.undiff.",1.2336085969812e-30
"609",4,"4","Cedrus",1.65393137474403e-31
"610",4,"4","Engelhardia.type",3.86185328016891e-13
"611",4,"4","Moraceae.undiff.",5.22235100996381e-05
"612",4,"4","Cistaceae",5.22235245351215e-05
