"","core","depth_core","pctOrg","drive","depth_core.y","depth_composite","median_age","quant_5perc","quant_95perc","accu_rate"
"363","4A",1129,8.619079386,"9L",88,1267,44544.5,42355.3,47279.35,34
"364","4A",1133,10.80874484,"9L",92,1271,44736,42452.4,47546.35,55
"365","4A",1137,12.51633512,"9L",96,1275,44888,42592.7,47643.9,49.5
"366","4A",1141,9.155722326,"10L",0,1279,45053,42808.65,47823.95,33.5
"367","4A",1145,9.301736155,"10L",4,1283,45230.5,42938.75,47949,53.5
"368","4A",1149,6.495343628,"10L",8,1287,45383,43138.25,48066.4,38
"369","4A",1153,4.718195076,"10L",12,1291,45554,43259.95,48267.1,44.5
"370","4A",1157,0.454407755,"10L",16,1295,45698.5,43386.6,48439.2,41
"371","4A",1161,5.263157895,"10L",20,1299,45842,43545.55,48636.9,25.5
"372","4A",1165,15.35541025,"10L",24,1303,45999.5,43697.85,48772,30
"373","4A",1169,13.54479211,"10L",28,1307,46155,43908.75,48969,24
"374","4A",1173,20.17760237,"10L",32,1311,46334,44068.75,49209.95,59.5
"375","4A",1177,14.41981226,"10L",36,1315,46524.5,44191.8,49344.05,68
"376","4A",1181,14.0129683,"10L",40,1319,46677,44401.95,49556.05,44.5
"377","4A",1185,10.15307716,"10L",44,1323,46846.5,44611,49654.35,53.5
"378","4A",1189,10.77559779,"10L",48,1327,47001.5,44686.4,49771.2,43
"379","4A",1193,9.420861606,"10L",52,1331,47197.5,44825.5,50129.45,62
"380","4A",1197,7.390608324,"10L",56,1335,47374.5,44989.4,50258.1,43.5
"381","4A",1201,0.888099467,"10L",60,1339,47499.5,45062.95,50367.55,38.5
"382","4A",1205,8.422477996,"10L",64,1343,47679,45210.95,50663.45,38
"383","4A",1209,8.271125709,"10L",68,1347,47845.5,45281.8,50771,37
"384","4A",1213,6.784721507,"10L",72,1351,48029,45465.3,50933.6,56.5
"385","4A",1221,8.440813987,"10L",80,1359,48357.5,45897.55,51231,48.5
"386","4A",1225,14.2920649,"10L",84,1363,48561.5,46083.9,51360.25,34.5
"387","4A",1229,14.74425347,"10L",88,1367,48749,46301.85,51544.05,29
"388","4A",1232,12.82531043,"10L",91,1370,48851.5,46497,51633,30
"389","4A",1241,15.69237148,"11L",0,1379,49221.5,46911.1,51965.95,45.5
"390","4A",1245,15.74539363,"11L",4,1383,49395.5,47099.5,52197.75,40.5
"391","4A",1249,13.35444217,"11L",8,1387,49541.5,47283.15,52352.45,20.5
"392","4A",1253,12.6394052,"11L",12,1391,49780,47496.9,52510.2,55
"393","4A",1257,14.72835314,"11L",16,1395,49929,47678.3,52769.5,41.5
"394","4A",1261,12.64559068,"11L",20,1399,50096.5,47790,52942.55,37
"395","4A",1265,12.49770263,"11L",24,1403,50279.5,47994.95,53124.65,60
"396","4A",1269,17.53004559,"11L",28,1407,50461,48157.9,53343.45,34
"397","4A",1273,13.97722811,"11L",32,1411,50664.5,48266.35,53520,51.5
"398","4A",1277,16.33881975,"11L",36,1415,50883.5,48569.95,53698.75,58.5
"399","4A",1281,17.78975741,"11L",40,1419,51349,48958.55,54163.2,178
"400","4A",1285,19.02227479,"11L",44,1423,51691,49309.3,54358,73.5
"401","4A",1289,17.79123414,"11L",48,1427,51897.5,49580.1,54519.1,40.5
"402","4A",1293,13.62135783,"11L",52,1431,52115,49776.95,54705.45,63
"403","4A",1297,12.58547941,"11L",56,1435,52304,50051.6,54911,38.5
"404","4A",1301,15.88044653,"11L",60,1439,52532,50216.35,55047,61
"405","4A",1305,12.97551789,"11L",64,1443,52746,50415.55,55232.7,56.5
"406","4A",1309,9.854069505,"11L",68,1447,53018.5,50649.4,55414.4,61
"407","4A",1313,8.335741115,"11L",72,1451,53229,50882.55,55626.2,51
"408","4A",1317,2.816372512,"11L",76,1455,53489,51078.85,55852,76.5
"409","4A",1321,3.40826686,"11L",80,1459,53727,51344,56061.05,47
"410","4A",1325,6.776464672,"11L",84,1463,53959,51556.55,56232.95,65
"411","4A",1329,3.768821567,"11L",88,1467,54196,51752.15,56391.85,61
"412","4A",1342,3.248576241,"12L",1,1480,54970,52595.95,57001.25,58.5
"413","4A",1346,1.827553889,"12L",5,1484,55168,52780.75,57149.2,48
"414","4A",1350,6.442819973,"12L",9,1488,55413.5,53057.9,57377.55,53
"415","4A",1354,2.268927633,"12L",13,1492,55644.5,53320.3,57559.85,65
"416","4A",1358,4.881712354,"12L",17,1496,55871.5,53528.45,57814.2,58
"417","4A",1362,7.028216412,"12L",21,1500,56071,53721.7,57956.6,39
"418","4A",1366,6.19663051,"12L",25,1504,56266,54013.05,58101.1,52
"419","4A",1370,7.150027886,"12L",29,1508,56459.5,54203.65,58229,44
"420","4A",1374,6.664295031,"12L",33,1512,56714,54433.8,58349.5,68.5
"421","4A",1378,9.152119701,"12L",37,1516,56884.5,54749.8,58513.2,48
"422","4A",1382,8.532857871,"12L",41,1520,57148,54947.7,58673.3,43
"423","4A",1386,13.61436378,"12L",45,1524,57354.5,55183.6,58857,69
"424","4A",1394,15.58740269,"12L",53,1532,57778,55810.9,59098.15,59
"425","4A",1398,14.71087124,"12L",57,1536,58021,56116.9,59207.6,61.5
"426","4A",1402,18.33165153,"12L",61,1540,58274,56421.1,59308.15,72.5
"427","4A",1406,16.57859974,"12L",65,1544,58479,56661.55,59425.1,39
"428","4A",1410,15.0298141,"12L",69,1548,58698,57000.95,59481.35,56
"429","4A",1414,13.62987939,"12L",73,1552,58911,57396.6,59533.35,50.5
"430","4A",1418,16.65569454,"12L",77,1556,59125,57902.85,59597,60.5
"431","4A",1422,14.02348272,"12L",81,1560,59370,58349.05,59659,64
"432","4A",1426,10.87462587,"12L",85,1564,59610,59075.95,59732.05,64
"433","4A",1430,7.487575925,"12L",89,1568,59866,59695,60417.05,50
"434","4A",1442,9.567943301,"13L",1,1580,60364,59829,61373.75,37.5
"435","4A",1446,8.734903013,"13L",5,1584,60504.5,59885.9,61679.7,35.5
"436","4A",1450,7.780938834,"13L",9,1588,60669,59930.85,61994.05,47.5
"437","4A",1454,7.380830343,"13L",13,1592,60834,59984.95,62206.3,44
"438","4A",1458,7.791085319,"13L",17,1596,60997.5,60033,62418.05,37
"439","4A",1462,8.228117463,"13L",21,1600,61158,60096.7,62621.25,43
"440","4A",1466,9.068413392,"13L",25,1604,61308,60184.7,62877.1,40.5
"441","4A",1470,8.290899595,"13L",29,1608,61482.5,60302.2,63076.2,35
"442","4A",1474,9.314259058,"13L",33,1612,61639.5,60375.2,63265.5,36
"443","4A",1478,10.24774775,"13L",37,1616,61796,60498.85,63510.7,41.5
"444","4A",1482,10.68444966,"13L",41,1620,61937,60590.95,63703.1,42
"445","4A",1486,9.550072569,"13L",45,1624,62100.5,60728.5,63935.8,38.5
"446","4A",1490,10.07602113,"13L",49,1628,62236.5,60814.45,64147.9,26.5
"447","4A",1494,9.733939001,"13L",53,1632,62402,60896.4,64346.4,54.5
"448","4A",1498,9.27963982,"13L",57,1636,62551,60935.85,64585.4,43
"449","4A",1502,10.28287974,"13L",61,1640,62690.5,61031.9,64742.45,42
"450","4A",1506,13.00394579,"13L",65,1644,62851.5,61118.85,64929.85,30.5
"451","4A",1510,8.777512596,"13L",69,1648,63008,61203.75,65142,50.5
"452","4A",1514,9.542168675,"13L",73,1652,63198,61333.9,65313.75,46.5
"453","4A",1518,9.316427784,"13L",77,1656,63346,61442.55,65570.85,33
"454","4A",1522,9.797039524,"13L",81,1660,63472.5,61539.75,65757.55,36
"455","4A",1526,8.792955852,"13L",85,1664,63599.5,61610.85,65945.05,26
"456","4A",1542,9.273913647,"14L",1,1680,64250.5,62072.35,66802.65,20.5
"457","4A",1546,9.735744089,"14L",5,1684,64429,62176.55,66963.6,43
"458","4A",1550,8.215497738,"14L",9,1688,64541.5,62331.5,67142.5,20.5
"459","4A",1554,10.56801196,"14L",13,1692,64715.5,62480.75,67299.85,53
"460","4A",1558,10.25366748,"14L",17,1696,64865,62575.75,67486.9,39
"461","4A",1562,9.635854342,"14L",21,1700,65046.5,62704.85,67602,39
"462","4A",1566,9.530274233,"14L",25,1704,65220,62793.6,67839.65,63.5
"463","4A",1570,9.776864357,"14L",29,1708,65355,62913.85,67993.45,40.5000000000073
"464","4A",1574,3.860202557,"14L",33,1712,65503.5,63066.7,68175.2,48
"465","4A",1578,4.347425624,"14L",37,1716,65654.5,63170.95,68427.25,46.5
"466","4A",1582,6.62264906,"14L",41,1720,65805,63260,68591.25,43
"467","4A",1586,10.03764115,"14L",45,1724,65946.5,63371.5,68848.4,37
"468","4A",1590,6.428912214,"14L",49,1728,66094.5,63457.5,69066.35,32
"469","4A",1594,3.174603175,"14L",53,1732,66236,63611.4,69216.65,38
