"","core","depth_core","volume","charCount","drive","depth_core.y","depth_composite","median_age","quant_5perc","quant_95perc","accu_rate","CHAR"
"153","4A",358,1,145,"2B",17,495,13543,13165.8,13847.05,22.5,6.44444444444444
"154","4A",359,1,249,"2B",18,496,13569.5,13190.85,13858.05,26.5,9.39622641509434
"155","4A",360,1,135,"2B",19,497,13594,13213.95,13872.05,24.5,5.51020408163265
"156","4A",361,1,124,"2B",20,498,13615,13232.95,13887,21,5.90476190476191
"157","4A",362,1,186,"2B",21,499,13634.5,13254.9,13902,19.5,9.53846153846154
"158","4A",363,1,204,"2B",22,500,13655,13279.95,13915.05,20.5,9.95121951219512
"159","4A",364,1,155,"2B",23,501,13676.5,13324.95,13930.1,21.5,7.2093023255814
"160","4A",365,1,164,"2B",24,502,13699,13363.95,13945,22.5,7.28888888888889
"161","4A",366,1,161,"2B",25,503,13724,13390,13956.1,25,6.44
"162","4A",367,1,131,"2B",26,504,13746.5,13417.95,13971,22.5,5.82222222222222
"163","4A",368,1,209,"2B",27,505,13772.5,13453,13992,26,8.03846153846154
"164","4A",369,1,160,"2B",28,506,13796,13478.95,14006.15,23.5,6.80851063829787
"165","4A",370,1,151,"2B",29,507,13822,13538.6,14029,26,5.80769230769231
"166","4A",371,1,144,"2B",30,508,13852.5,13591.8,14048.05,30.5,4.72131147540984
"167","4A",372,1,130,"2B",31,509,13885,13665.9,14073.05,32.5,4
"168","4A",373,1,205,"2B",32,510,13935.5,13751.95,14120.05,50.5,4.05940594059406
"169","4A",374,1,205,"2B",33,511,13986,13795,14201.05,50.5,4.05940594059406
"170","4A",375,1,167,"2B",34,512,14017,13827.8,14249,31,5.38709677419355
"171","4A",376,1,289,"2B",35,513,14049,13853.95,14294,32,9.03125
"172","4A",377,1,272,"2B",36,514,14077.5,13872,14323.1,28.5,9.54385964912281
"173","4A",378,1,224,"2B",37,515,14106,13890.95,14349.05,28.5,7.85964912280702
"174","4A",379,1,66,"2B",38,516,14130.5,13906.9,14379.05,24.5,2.69387755102041
"175","4A",380,1,239,"2B",39,517,14151,13920.95,14407.1,20.5,11.6585365853659
"176","4A",381,1,188,"2B",40,518,14178,13940,14438.1,27,6.96296296296296
"177","4A",382,1,189,"2B",41,519,14203,13961,14475.15,25,7.56
"178","4A",383,1,61,"2B",42,520,14227,13978,14507.15,24,2.54166666666667
"179","4A",384,1,198,"2B",43,521,14253,13991,14553,26,7.61538461538461
"180","4A",385,1,244,"2B",44,522,14277.5,14007.95,14582,24.5,9.95918367346939
"181","4A",386,1,223,"2B",45,523,14302,14026.9,14611.05,24.5,9.10204081632653
"182","4A",387,1,90,"2B",46,524,14344.5,14052.95,14654.15,42.5,2.11764705882353
"183","4A",388,1,173,"2B",47,525,14396,14092.9,14717.05,51.5,3.35922330097087
"184","4A",389,1,211,"2B",48,526,14460.5,14162.95,14775.05,64.5,3.27131782945736
"185","4A",390,1,102,"2B",49,527,14504,14208.9,14809.15,43.5,2.3448275862069
"186","4A",392,1,117,"2B",51,529,14581,14287.95,14865.35,38,3.07894736842105
"187","4A",393,1,146,"2B",52,530,14611,14322.95,14892,30,4.86666666666667
"188","4A",394,1,224,"2B",53,531,14647,14360.9,14918.1,36,6.22222222222222
"189","4A",396,1,247,"2B",55,533,14717,14421.95,14979.1,35.5,6.95774647887324
"190","4A",397,1,206,"2B",56,534,14760,14458.65,15023.05,43,4.7906976744186
"191","4A",398,1,198,"2B",57,535,14814,14500,15081,54,3.66666666666667
"192","4A",399,1,21,"2B",58,536,14860,14550.95,15105,46,0.456521739130435
"193","4A",400,1,26,"2B",59,537,14883.5,14586.9,15128.1,23.5,1.1063829787234
"194","4A",401,1,33,"2B",60,538,14902.5,14621,15146,19,1.73684210526316
"195","4A",402,1,55,"2B",61,539,14921,14645.85,15160.05,18.5,2.97297297297297
"196","4A",403,1,7,"2B",62,540,14937,14662.9,15172.05,16,0.4375
"197","4A",404,1,45,"2B",63,541,14952,14687.85,15182.1,15,3
"198","4A",405,1,38,"2B",64,542,14967.5,14705.95,15194.25,15.5,2.45161290322581
"199","4A",406,1,76,"2B",65,543,14986,14717.95,15213,18.5,4.10810810810811
"200","4A",407,1,29,"2B",66,544,15002,14732.95,15228.05,16,1.8125
"201","4A",408,1,94,"2B",67,545,15018,14757.95,15243.05,16,5.875
"202","4A",409,1,45,"2B",68,546,15037.5,14780.95,15254.05,19.5,2.30769230769231
"203","4A",410,1,70,"2B",69,547,15053,14802,15266.05,15.5,4.51612903225806
"204","4A",411,1,16,"2B",70,548,15072.5,14827.9,15285.05,19.5,0.82051282051282
"205","4A",412,1,77,"2B",71,549,15095,14853.95,15301,22.5,3.42222222222222
"206","4A",413,1,171,"2B",72,550,15120,14885.9,15324,25,6.84
"207","4A",414,1,205,"2B",73,551,15158.5,14936.95,15368.05,38.5,5.32467532467532
"208","4A",415,1,31,"2B",74,552,15209,14986,15428.15,50.5,0.613861386138614
"209","4A",416,1,155,"2B",75,553,15244.5,15024.95,15471.05,35.5,4.36619718309859
"210","4A",417,1,158,"2B",76,554,15285,15051.9,15519.05,40.5,3.90123456790123
"211","4A",418,1,244,"2B",77,555,15325.5,15071.95,15559,40.5,6.02469135802469
"212","4A",419,1,117,"2B",78,556,15360.5,15103.85,15600.05,35,3.34285714285714
"213","4A",420,1,152,"2B",79,557,15403.5,15124.95,15655.05,43,3.53488372093023
"214","4A",421,1,155,"2B",80,558,15443,15162.9,15724,39.5,3.92405063291139
"215","4A",422,1,203,"2B",81,559,15498,15203,15800.05,55,3.69090909090909
"216","4A",423,1,57,"2B",82,560,15556.5,15267.85,15842.15,58.5,0.974358974358974
"217","4A",424,1,158,"2B",83,561,15596,15305.95,15886,39.5,4
"218","4A",425,1,199,"2B",84,562,15631,15337,15924.1,35,5.68571428571429
"219","4A",426,1,310,"2B",85,563,15666.5,15361.85,15963,35.5,8.73239436619718
"220","4A",427,1,139,"2B",86,564,15703.5,15386.95,15990.05,37,3.75675675675676
"221","4A",428,1,341,"2B",87,565,15745,15411,16046.05,41.5,8.21686746987952
"222","4A",429,1,103,"2B",88,566,15785,15429.95,16089.05,40,2.575
"223","4A",430,1,191,"2B",89,567,15834,15466.85,16147.05,49,3.89795918367347
"224","4A",442,1,242,"3L",1,580,16077.5,15723,16405.05,14.5000000000018,16.6896551724117
"225","4A",443,1,105,"3L",2,581,16094,15736.9,16422.2,16.5000000000018,6.36363636363566
"226","4A",444,1,369,"3L",3,582,16112,15755.95,16450.05,17.9999999999964,20.5000000000041
"227","4A",445,1,294,"3L",4,583,16133,15780,16463.15,21.0000000000018,13.9999999999988
"228","4A",446,1,265,"3L",5,584,16153,15795,16491.2,20,13.25
"229","4A",447,1,70,"3L",6,585,16174.5,15817,16519,21.5,3.25581395348837
"230","4A",448,1,196,"3L",7,586,16205.5,15842.75,16546.05,31,6.32258064516129
"231","4A",449,1,168,"3L",8,587,16235,15870.9,16596.5,29.5,5.69491525423729
"232","4A",450,1,210,"3L",9,588,16289,15920.9,16666.05,54.0000000000018,3.88888888888876
"233","4A",451,1,62,"3L",10,589,16323.5,15963.85,16698,34.4999999999982,1.79710144927546
"234","4A",452,1,131,"3L",11,590,16358.5,15991.5,16738.1,35,3.74285714285714
"235","4A",453,1,173,"3L",12,591,16383,16015.85,16766.15,24.5,7.06122448979592
"236","4A",454,1,213,"3L",13,592,16400.5,16026.95,16792.05,17.5,12.1714285714286
"237","4A",455,1,56,"3L",14,593,16429,16049.95,16808.15,28.5,1.96491228070175
"238","4A",456,1,69,"3L",15,594,16449.5,16074.95,16829.05,20.5,3.36585365853659
"239","4A",457,1,142,"3L",16,595,16470.5,16088,16844,21,6.76190476190476
"240","4A",458,1,160,"3L",17,596,16494,16117.85,16862.15,23.5,6.80851063829787
"241","4A",459,1,53,"3L",18,597,16509.5,16134.95,16891,15.5,3.41935483870968
"242","4A",460,1,93,"3L",19,598,16534,16147.7,16912.3,24.5,3.79591836734694
"243","4A",461,1,104,"3L",20,599,16554,16168.9,16941.15,20,5.2
"244","4A",462,1,50,"3L",21,600,16574,16179,16963,20,2.5
"245","4A",463,1,27,"3L",22,601,16593,16195,16983.1,19,1.42105263157895
"246","4A",464,1,57,"3L",23,602,16604.5,16213.9,16998,11.5,4.95652173913043
"247","4A",465,1,8,"3L",24,603,16621,16228,17018.1,16.5,0.484848484848485
"248","4A",466,1,8,"3L",25,604,16638.5,16238.95,17028.15,17.5,0.457142857142857
"249","4A",467,1,1,"3L",26,605,16656.5,16258.95,17043.05,18,0.0555555555555556
"250","4A",468,1,7,"3L",27,606,16672.5,16273,17061,16,0.4375
"251","4A",469,1,20,"3L",28,607,16693.5,16288.95,17076.05,21,0.952380952380952
"252","4A",470,1,31,"3L",29,608,16711,16308.95,17084.3,17.5,1.77142857142857
"253","4A",471,1,11,"3L",30,609,16725.5,16332.75,17100.05,14.5,0.758620689655172
"254","4A",472,1,35,"3L",31,610,16747,16352.85,17109.15,21.5,1.62790697674419
"255","4A",473,1,15,"3L",32,611,16764.5,16366.85,17123.05,17.5,0.857142857142857
"256","4A",474,1,20,"3L",33,612,16784,16387.85,17143.15,19.5,1.02564102564103
"257","4A",475,1,28,"3L",34,613,16804.5,16405.75,17152.15,20.5,1.36585365853659
"258","4A",476,1,16,"3L",35,614,16823,16429.95,17178.05,18.5,0.864864864864865
"259","4A",477,1,19,"3L",36,615,16840,16452.7,17191.15,17,1.11764705882353
"260","4A",478,1,25,"3L",37,616,16855.5,16463.8,17205.1,15.5,1.61290322580645
"261","4A",479,1,5,"3L",38,617,16876,16486.95,17212.05,20.5,0.24390243902439
"262","4A",480,1,26,"3L",39,618,16902,16508.95,17220,26,1
"263","4A",481,1,16,"3L",40,619,16920,16521.85,17228.05,18,0.888888888888889
"264","4A",482,1,45,"3L",41,620,16937,16539.95,17236,17,2.64705882352941
"265","4A",483,1,94,"3L",42,621,16958,16560.9,17242.1,21,4.47619047619048
"266","4A",484,1,48,"3L",43,622,16975,16582.85,17252.1,17,2.82352941176471
"267","4A",485,1,53,"3L",44,623,16990,16596.85,17264.1,15,3.53333333333333
"268","4A",486,1,48,"3L",45,624,17009,16629.9,17275.1,19,2.52631578947368
"269","4A",487,1,50,"3L",46,625,17029.5,16653.8,17284.05,20.5,2.4390243902439
"270","4A",488,1,107,"3L",47,626,17046.5,16677.95,17291,17,6.29411764705882
"271","4A",489,1,74,"3L",48,627,17064.5,16694.95,17298,18,4.11111111111111
"272","4A",490,1,146,"3L",49,628,17080.5,16714.9,17305.1,16,9.125
"273","4A",491,1,116,"3L",50,629,17104,16738.8,17312.2,23.5,4.93617021276596
"274","4A",492,1,197,"3L",51,630,17123.5,16770.9,17323,19.5,10.1025641025641
"275","4A",493,1,164,"3L",52,631,17144,16804.95,17330.1,20.5,8
"276","4A",494,1,276,"3L",53,632,17163,16834.65,17339,19,14.5263157894737
"277","4A",495,1,209,"3L",54,633,17185.5,16876.95,17349,22.5,9.28888888888889
"278","4A",496,1,245,"3L",55,634,17207.5,16905,17356.05,22,11.1363636363636
"279","4A",497,1,214,"3L",56,635,17231,16942.8,17365,23.5,9.1063829787234
"280","4A",498,1,200,"3L",57,636,17258,16984.8,17375.05,27,7.40740740740741
"281","4A",499,1,147,"3L",58,637,17285,17030.9,17385.05,27,5.44444444444444
"282","4A",500,1,183,"3L",59,638,17310,17093,17398.05,25,7.32
"283","4A",501,1,160,"3L",60,639,17352,17168,17425.05,42,3.80952380952381
"284","4A",502,1,194,"3L",61,640,17421,17245.9,17535.05,69,2.81159420289855
"285","4A",503,1,146,"3L",62,641,17471,17291.9,17652.1,50,2.92
"286","4A",504,1,116,"3L",63,642,17524.5,17342.85,17781.05,53.5,2.16822429906542
"287","4A",505,1,144,"3L",64,643,17600,17387.9,17911.05,75.5,1.90728476821192
"288","4A",508,1,122,"3L",67,646,17681,17445.9,17994.2,22.5,5.42222222222222
"289","4A",509,1,100,"3L",68,647,17702,17463,18024.15,21,4.76190476190476
"290","4A",510,1,223,"3L",69,648,17716.5,17474,18046.05,14.5,15.3793103448276
"291","4A",511,1,347,"3L",70,649,17735,17483,18056.3,18.5,18.7567567567568
"292","4A",512,1,268,"3L",71,650,17748.5,17497,18067.3,13.5,19.8518518518519
"293","4A",513,1,260,"3L",72,651,17764.5,17503.95,18094.15,16,16.25
"294","4A",514,1,290,"3L",73,652,17778.5,17513,18117.2,14,20.7142857142857
"295","4A",515,1,183,"3L",74,653,17793,17522.85,18133,14.5,12.6206896551724
"296","4A",516,1,208,"3L",75,654,17807,17534.9,18166.1,14,14.8571428571429
"297","4A",517,1,99,"3L",76,655,17822,17544.9,18179,15,6.6
"298","4A",518,1,170,"3L",77,656,17833.5,17552.9,18190,11.5,14.7826086956522
"299","4A",519,1,244,"3L",78,657,17846,17562,18202.05,12.5,19.52
"300","4A",520,1,149,"3L",79,658,17860.5,17567.95,18217.05,14.5,10.2758620689655
"301","4A",521,1,60,"3L",80,659,17880.5,17574.9,18231.05,20,3
"302","4A",522,1,149,"3L",81,660,17893,17581.95,18248,12.5,11.92
"303","4A",523,1,57,"3L",82,661,17908.5,17590,18271.05,15.5,3.67741935483871
"304","4A",525,1,41,"3L",84,663,17933,17616.8,18303.05,12,3.41666666666667
"305","4A",526,1,55,"3L",85,664,17945,17623,18319.1,12,4.58333333333333
"306","4A",527,1,83,"3L",86,665,17958,17630.85,18341.1,13,6.38461538461539
"307","4A",528,1,62,"3L",87,666,17975,17645.4,18357,17,3.64705882352941
"308","4A",529,1,35,"3L",88,667,17987,17651.35,18376.1,12,2.91666666666667
"309","4A",530,1,124,"3L",89,668,18000.5,17662.9,18395.1,13.5,9.18518518518519
"310","4A",531,1,69,"3L",90,669,18016,17668.85,18413.1,15.5,4.45161290322581
"311","4A",532,1,250,"3L",91,670,18033.5,17676.9,18435.05,17.5,14.2857142857143
"312","4A",533,1,250,"3L",92,671,18052,17689.8,18445.05,18.5,13.5135135135135
"313","4A",534,1,389,"3L",93,672,18068,17694.8,18466,16,24.3125
"314","4A",535,1,325,"3L",94,673,18084.5,17708.95,18482.1,16.5,19.6969696969697
"315","4A",536,1,277,"3L",95,674,18102,17721.85,18500.2,17.5,15.8285714285714
"316","4A",537,1,129,"3L",96,675,18118.5,17734.7,18520.1,16.5,7.81818181818182
"317","4A",538,1,203,"3L",97,676,18138,17741.7,18544.1,19.5,10.4102564102564
"318","4A",542,1,84,"4L",1,680,18276.5,17841.9,18665,41.5,2.02409638554217
"319","4A",543,1,70,"4L",2,681,18309,17876.95,18687.1,32.5,2.15384615384615
"320","4A",544,1,185,"4L",3,682,18333,17903.95,18700.45,24,7.70833333333333
"321","4A",545,1,152,"4L",4,683,18352.5,17922.9,18720,19.5,7.79487179487179
"322","4A",546,1,59,"4L",5,684,18367,17947.8,18726.1,14.5,4.06896551724138
"323","4A",547,1,36,"4L",6,685,18379,17965,18739.15,12,3
"324","4A",548,1,24,"4L",7,686,18396,17983.95,18752.05,17,1.41176470588235
"325","4A",549,1,20,"4L",8,687,18415,18004.9,18763.1,19,1.05263157894737
"326","4A",550,1,35,"4L",9,688,18431,18020.95,18771.15,16,2.1875
"327","4A",551,1,33,"4L",10,689,18446.5,18035,18787.15,15.5,2.12903225806452
"328","4A",552,1,47,"4L",11,690,18463.5,18049.95,18794.15,17,2.76470588235294
"329","4A",553,1,45,"4L",12,691,18477,18065.9,18803.2,13.5,3.33333333333333
"330","4A",554,1,122,"4L",13,692,18492,18082.9,18816.05,15,8.13333333333333
"331","4A",555,1,164,"4L",14,693,18511.5,18102.8,18821.1,19.5,8.41025641025641
"332","4A",556,1,54,"4L",15,694,18527.5,18114.9,18832.05,16,3.375
"333","4A",557,1,105,"4L",16,695,18540.5,18136.5,18844,13,8.07692307692308
"334","4A",558,1,112,"4L",17,696,18556.5,18143.8,18858.1,16,7
"335","4A",559,1,51,"4L",18,697,18571,18150.95,18866.05,14.5,3.51724137931034
"336","4A",560,1,47,"4L",19,698,18587.5,18166,18880.25,16.5,2.84848484848485
"337","4A",561,1,29,"4L",20,699,18604.5,18182.85,18891.15,17,1.70588235294118
"338","4A",562,1,136,"4L",21,700,18622,18209.9,18903.05,17.5,7.77142857142857
"339","4A",564,1,49,"4L",23,702,18653,18251.9,18921,15.5,3.16129032258065
"340","4A",565,1,57,"4L",24,703,18669,18279.65,18927.1,16,3.5625
"341","4A",566,1,78,"4L",25,704,18683.5,18305.95,18937.05,14.5,5.37931034482759
"342","4A",567,1,124,"4L",26,705,18700,18330.95,18952.05,16.5,7.51515151515152
"343","4A",568,1,101,"4L",27,706,18716,18354.85,18957.1,16,6.3125
"344","4A",569,1,84,"4L",28,707,18731,18388.7,18965.05,15,5.6
"345","4A",570,1,222,"4L",29,708,18750,18420.7,18972.05,19,11.6842105263158
"346","4A",571,1,342,"4L",30,709,18763,18445,18979,13,26.3076923076923
"347","4A",572,1,482,"4L",31,710,18779,18469.75,18993.05,16,30.125
"348","4A",573,1,241,"4L",32,711,18794,18500.95,19010.05,15,16.0666666666667
"349","4A",574,1,372,"4L",33,712,18813.5,18532.8,19024.05,19.5,19.0769230769231
"350","4A",575,1,234,"4L",34,713,18838,18566.9,19039,24.5,9.55102040816327
"351","4A",576,1,324,"4L",35,714,18860.5,18617,19059.25,22.5,14.4
"352","4A",578,1,296,"4L",37,716,18990,18745.9,19353.1,89,3.32584269662921
"353","4A",580,1,181,"4L",39,718,19090.5,18813.75,19641.2,45.5,3.97802197802198
